year,CusPct,did,Industry,Lev,HighTech_1,quality,Size,ROA,Age,amount,Emply,hfd5,ln_Cus,IndustryLernerIndex,upstream,treated,policy,_quality,_amount,_did,lnlab,light,ind_str,sc,GTFP,SpatialDistance,GIE,did_2,iv,id,t_amount,t_quality,t_GIE
2010,62.6,0,C18,5.212571,0,0,19.87963,0.0555398,2.995732,0,7.50769,0.091263,19.66484,0.145063,0,0,,0,0,0,4.84124,13.848104,229.57,1,0.80128,207.97648,0,0,7.619518,306,0,0,0
2011,50.86,0,C18,3.32113,0,0,20.15488,0.1170494,3.044523,0,7.453562,0.091807,19.79405,0.161049,0,0,,0,0,0,4.905542,14.48479,231.5,1,0.85497173,207.97648,0,0,7.605683,306,0,0,0
2012,48.93,0,C18,3.183192,0,0,20.3834,0.0921181,3.091043,0,7.49887,0.091087,19.63928,0.133708,0,0,,0,0,0,4.94356,15.19712,233.04,1,0.86225067,207.97648,0,0,7.695667,306,0,0,0
2013,47.43,0,C18,2.28113,0,0,20.44879,-0.0613782,3.135494,0,7.40062,0.089399,19.70114,0.137668,0,0,,0,0,0,5.60071,16.995336,234.23,1,0.9123752,207.97648,0,0,7.697285,306,0,0,0
2014,41.97,0,C18,2.902889,0,0,20.34289,0.0624746,3.178054,0,7.353722,0.090909,19.49254,0.137682,0,0,,0,0,0,5.74998,19.043095,238.23,1,0.91534347,207.97648,0,0,7.585917,306,0,0,0
2009,6.35,0,C34,3.470046,1,0.625,20.38724,0.0686578,2.197225,0.6931472,6.665684,0.16485,16.95183,0.077839,1,1,2010,0.75,0.0357143,0,4.467296,3.9828131,224.33,1,0.78620933,,0.033244,1,6.829196,307,0,0,0
2009,26.48,0,C33,3.558846,0,0,20.92422,0.0409193,2.197225,0,8.645762,0.179759,19.70747,0.046782,1,0,,0,0,0,6.27962,46.446888,253.15,0,0.7738824,,0,0,7.320304,308,0,0,0
2009,24.21,0,C36,2.57164,1,0,21.74594,0.1442502,2.197225,0,8.480737,0.044494,20.33929,0.052998,0,1,2012,0,0,0,5.866241,10.613246,236.96,1,0.78574533,207.97648,0,0,7.403909,309,0,0,0
2010,,0,C36,3.749308,1,0,22.12073,0.1540204,2.302585,0,8.550628,0.035321,20.6986,0.085479,0,1,2012,0,0,0,5.598792,17.589882,235.89,1,0.81372,207.97648,0,1,7.376734,309,0,0,0
2011,27.88,0,C36,3.335159,1,0,22.19856,0.0900556,2.397895,0,8.675393,0.033985,20.74955,0.078588,0,1,2012,0,0,0,5.708737,17.0419,236.3,1,0.8518056,207.97648,0,1,7.478803,309,0,0,0
2008,15.12,0,C39,5.718199,1,0,20.01034,0.0640689,2.079442,0,7.410347,0.124811,17.52202,0.053299,1,0,,0,0,0,4.731088,10.686982,221.56,1,0.74709973,995.18098,0,0,7.243802,310,0,0,0
2009,28.86,0,C39,7.60082,1,0,20.00888,0.0715653,2.197225,0,7.36074,0.124857,18.23887,0.040875,1,0,,0,0,0,4.827356,11.261556,223.37,1,0.8076848,995.18098,0,0,7.292862,310,0,0,0
2010,,0,C39,7.213307,1,0,20.06742,0.0774937,2.302585,0,7.260522,0.07553,18.39011,0.053457,1,0,,0,0,0,4.820271,12.898492,222.98,1,0.807832,995.18098,0,0,7.304241,310,0,0,0
2009,8.94,0,C34,2.36965,1,0,21.61566,0.1212966,2.197225,0,8.821142,0.509132,19.02101,0.077839,1,1,2010,0,0,0,4.963034,7.1928511,232.23,0,0.77480267,995.18098,0,1,7.016095,311,0,0,0
2010,7.88,1,C34,2.547394,1,0.625,22.22054,0.109732,2.302585,0,8.755895,0.415186,19.31857,0.101394,1,1,2010,0.75,0,0,5.117634,10.934911,233.25,0,,995.18098,0,1,6.964611,311,0,0,0
2009,33.88,0,E50,1.58074,0,0,21.86214,0.0673836,2.197225,0,5.257495,0.385849,20.78156,0.077175,0,0,,0,0,0,6.920349,15.063479,274.56,1,0.80367893,3504.587,0,0,7.073476,312,0,0,0
2010,,0,E50,1.753088,0,0,22.34668,0.0894234,2.302585,0.6931472,5.937536,0.464899,21.34912,0.086752,0,0,,0,0.5,0,6.981923,18.090527,274.23,1,0.80296,3504.587,0.0286022,0,7.085878,312,0,0,0
2011,24.43,0,E50,1.27454,0,0.8125,23.20163,0.0552559,2.397895,0,6.146329,0.464648,21.28274,0.080124,1,0,,0.875,0,0,6.862555,16.531709,275.23,1,0.85823707,3504.587,0,0,7.073507,312,0,0,0
2008,1.73,0,C26,2.176972,1,0,21.04041,0.0948302,1.94591,0,6.113682,0.09637,16.5328,0.127758,1,0,,0,0,0,5.391445,36.62882,230,0,0.76493013,3504.587,0,0,7.072792,313,0,0,0
2009,3.35,0,C26,2.718574,1,0,21.16778,0.130591,2.079442,0,6.084499,0.089196,17.28013,0.07677,1,0,,0,0,0,4.879505,34.662803,233.01,0,0.80959493,3504.587,0,0,7.088172,313,0,0,0
2009,28.67,0,C39,1.549765,1,0,20.7186,0.0334861,2.079442,0,7.945555,0.172361,19.04905,0.040875,1,1,2012,0,0,0,6.27962,46.446888,253.15,0,0.811188,1595.3518,0,0,7.320304,314,0,0,0
2009,2.47,0,C39,7.811594,1,0,21.74329,0.0598731,2.397895,0,8.9068,0.314928,17.3237,0.040875,1,1,2012,0,0,0,,,,0,0.80762293,340.31947,0,0,6.677771,315,0,0,0
2010,4.11,1,C39,3.71942,1,0,22.04891,0.1110404,2.484907,0,8.974238,0.314063,18.63001,0.053457,1,1,2010,0,0,0,,,,0,,340.31947,0,1,6.677771,315,0,0,0
2009,6.09,0,C26,2.940882,1,0,19.70527,0.0080239,2.079442,0,6.548219,0.10147,16.93855,0.07677,1,1,2012,0,0,0,3.255019,5.6622222,225.75,0,0.79655653,340.31947,0,0,7.097483,316,0,0,0
2011,,0,C26,2.085498,1,0,20.01469,0.0228423,2.302585,0,6.768493,0.076816,18.30558,0.098815,1,1,2012,0,0,0,3.456916,9.497284,220.24,0,0.85414507,340.31947,0,0,7.192818,316,0,0,0
2010,15.66,1,C26,1.555814,1,0,21.29049,0.0226477,2.564949,0,6.703188,0.133665,19.17831,0.093686,1,1,2010,0,0,0,,,,0,0.821944,340.31947,0,0,6.677771,317,0,0,0
2011,12.97,1,C26,1.432506,1,0,21.37837,-0.026921,2.639057,0,6.723833,0.116781,19.26498,0.098815,1,1,2010,0,0,0,,,,0,0.83366027,340.31947,0,0,6.677771,317,0,0,0
2012,6.21,1,C26,1.390535,1,0,21.48488,0.0293643,2.70805,0,6.715384,0.116621,18.51268,0.076187,1,1,2010,0,0,1,,,,0,0.86272,340.31947,0,1,6.677771,317,0,0,0
2013,6.6,1,C26,1.841565,1,0,21.7208,0.011971,2.772589,0,6.682108,0.101875,18.39681,0.064841,1,1,2012,0,0,1,,,,0,0.8885184,340.31947,0,1,6.677771,317,0,0,0
2014,,1,C26,1.621285,1,0,21.74438,-0.0577022,2.833213,0,6.910751,0.09204,19.65656,0.072073,1,1,2012,0,0,1,,,,0,0.92715733,340.31947,0,1,6.677771,317,0,0,0
2010,8.2,1,E47,1.336518,0,0,22.81256,0.0452234,2.833213,0,7.21891,0.222961,20.02187,0.087344,0,1,2010,0,0,0,5.598792,17.589882,235.89,1,0.81656,185.49408,0,0,7.376734,318,0,0,0
2011,6.56,1,E47,1.310703,0,0,22.9518,0.0146113,2.890372,0,7.266129,0.22574,19.80877,0.089975,0,1,2010,0,0,0,5.708737,17.0419,236.3,1,0.85417813,185.49408,0,0,7.478803,318,0,0,0
2009,4.01,0,C28,4.984018,1,0,21.26838,0.0621194,2.397895,0,7.160069,0.121801,17.68633,0.051978,1,0,,0,0,0,5.330612,5.550549,241.64,1,0.80024533,11.355869,0,0,6.868966,319,0,0,0
2010,3.94,0,C28,6.872161,1,0,21.38832,0.1743094,2.484907,0,7.160069,0.120302,17.97426,0.077681,1,0,,0,0,0,5.417744,7.5625051,241.17,1,0.801056,11.355869,0,0,6.749089,319,0,0,0
2011,4.28,0,C28,4.250234,1,0,21.48534,0.0248506,2.564949,0,7.20786,0.120247,17.91886,0.055929,1,0,,0,0,0,5.784794,7.7914599,242.2,1,0.84561387,11.355869,0,0,6.927175,319,0,0,0
2008,5.8,0,I65,2.384589,1,0,21.34709,0.1199477,1.94591,0,7.226936,0.12631,18.02287,0.121293,0,1,2012,0,0,0,6.835571,15.580445,272.19,1,0.7546336,11.355869,0,0,6.988658,320,0,0,0
2009,4.12,0,I65,2.903652,1,0,21.40479,0.1254351,2.079442,0,7.469654,0.106972,17.97054,0.129998,0,1,2012,0,0,0,6.920349,15.063479,274.56,1,0.7876864,569.67459,0,0,7.073476,320,0,0,0
2010,5.87,0,I65,2.952983,1,0,21.58986,0.1457098,2.197225,0,7.728856,0.09959,18.51344,0.12313,0,1,2012,0,0,0,6.981923,18.090527,274.23,1,0.81224,10.496667,0,1,7.085878,320,0,0,0
2011,,0,I65,3.083705,1,0,21.93393,0.1467974,2.302585,0,7.988543,0.092644,19.16938,0.12728,0,1,2012,0,0,0,6.862555,16.531709,275.23,1,0.82969227,8.208998,0,1,7.073507,320,0,0,0
2008,8.33,0,C30,1.858937,0,0,20.44451,0.0663199,2.079442,0,6.943122,0.359879,17.37395,0.128845,1,1,2017,0,0,0,6.835571,15.580445,272.19,1,0.77571947,9.414305,0,0,6.988658,321,0,0,0
2009,10.59,0,C30,2.337532,0,0,20.87015,0.048778,2.197225,0,7.424762,0.221424,17.77041,0.142044,1,1,2012,0,0,0,6.920349,15.063479,274.56,1,0.80848133,9.414305,0,0,7.073476,321,0,0,0
2010,7.67,0,C30,1.842028,0,0,21.21876,0.0457431,2.302585,0,7.720462,0.219051,17.98365,0.171088,1,1,2012,0,0,0,6.981923,18.090527,274.23,1,0.816624,9.414305,0,1,7.085878,321,0,0,0
2011,7.55,0,C30,1.668086,0,0,21.5134,0.0433888,2.397895,0,7.978996,0.201941,18.47399,0.191134,1,1,2012,0,0,0,6.862555,16.531709,275.23,1,0.8570632,9.414305,0,1,7.073507,321,0,0,0
2009,8.1,0,A04,2.537501,0,0.6933333,21.54886,0.0954834,2.197225,0,8.340694,0.24623,18.62353,0.116549,1,0,,0.7333333,0,0,5.48278,6.1559128,236.7,1,0.7904936,,0,0,7.505713,322,0,0,0
2008,6.78,0,I64,2.268239,1,0,21.4603,0.1181704,2.197225,0,7.679714,0.058604,17.88446,0.064103,0,1,2017,0,0,0,5.38218,12.45755,239.08,1,0.78083413,9.414305,0,0,7.337026,323,0,0,0
2009,23.62,0,I64,3.690227,1,0,21.75887,0.1201866,2.302585,0.6931472,7.861342,0.041963,19.4009,0.059018,0,1,2012,0,0.1666667,0,5.423902,12.383341,240.66,1,0.78429147,9.414305,0.029407,0,7.388985,323,0,0,0
2009,13.46,0,C38,2.144612,1,0,20.49903,0.0560906,2.70805,0,6.984716,0.092242,17.78455,0.075245,1,1,2017,0,0,0,4.762268,10.61377,227.58,1,0.7814688,221.36159,0,0,7.521801,324,0,0,0
2010,13.1,0,C38,2.253773,1,0,20.55008,0.0451893,2.772589,0,7.003066,0.046726,17.92752,0.068118,1,1,2017,0,0,0,4.84124,13.848104,229.57,1,0.809408,221.36159,0,0,7.619518,324,0,0,0
2011,17.36,0,C38,2.13966,1,0,20.65428,0.0534578,2.833213,0,7.083388,0.036429,18.47821,0.070797,1,1,2017,0,0,0,4.905542,14.48479,231.5,1,0.8394304,221.36159,0,0,7.605683,324,0,0,0
2012,7.61,0,C38,1.904887,1,0.625,20.79912,0.0448228,2.890372,0,7.204893,0.036559,17.62543,0.071307,1,1,2017,0.75,0,0,4.94356,15.19712,233.04,1,0.86824107,221.36187,0,0,7.695667,324,0,0,0
2011,3.2,0,C31,1.711329,1,0,23.04016,0.0497233,2.564949,0,8.597667,0.568822,19.98904,0.028215,1,0,,0,0,0,,,,0,0.84906107,,0,0,7.211879,325,0,0,0
2008,15.13,0,S90,1.57864,0,0,21.34272,0.0042641,2.197225,0,3.73767,0.3394,18.89117,0.083666,0,1,2012,0,0,0,4.202024,16.147674,232.85,0,0.76822293,153.0381,0,0,7.212286,326,0,0,0
2009,57.23,0,S90,1.42829,0,0,21.53855,0.0056327,2.302585,0,3.828641,0.339313,20.2895,0.113533,0,1,2012,0,0,0,4.253137,13.513591,232.85,0,0.80108053,153.0381,0,0,7.209004,326,0,0,0
2010,27.1,0,S90,1.309623,0,0,21.85993,0.0190073,2.397895,0,3.663562,0.284725,20.09854,0.119882,0,1,2012,0,0,0,4.581079,19.468374,235.42,0,0.803448,153.0381,0,1,7.286589,326,0,0,0
2011,,0,S90,1.217691,0,0,22.22336,0.0161982,2.484907,0,3.828641,0.284615,20.63199,0.11089,0,1,2012,0,0,0,4.678207,18.573183,236.23,0,0.84050507,153.0381,0,1,7.283216,326,0,0,0
2009,10.89,0,C22,1.656592,0,0.6666666,22.95099,0.0674189,2.302585,0,8.743053,0.457387,20.29087,0.090709,1,0,,0.6666666,0,0,4.458766,8.4680111,220.98,1,,153.0381,0,1,7.1237,327,0,0,0
2013,7.98,0,C22,1.532632,0,0,23.48893,0.0204717,2.639057,1.098612,8.716864,0.513652,20.58299,0.05682,1,0,,0,1,0,4.89197,10.65932,224.94,1,0.9187728,153.0381,0.0373305,0,7.181783,327,0,0,0
2014,7.43,0,C22,1.556428,0,0.6666666,23.51402,0.0339901,2.70805,0,8.733272,0.42463,20.47051,0.059611,1,0,,0.6666666,0,0,4.87152,10.910413,228.23,1,0.94792,153.0381,0,0,7.149609,327,0,0,0
2015,8.66,0,C22,1.599933,0,0,23.70479,0.0419372,2.772589,0,8.762489,0.313218,20.65821,0.081607,1,0,,0,0,0,4.838272,10.676809,230.11,1,0.94895733,153.0381,0,0,7.109273,327,0,0,0
2008,3.78,0,E50,1.577947,0,0,21.40401,0.079753,2.772589,0,7.773594,0.258941,18.65195,0.071886,0,1,2012,0,0,0,5.668451,29.625623,234.72,1,0.77052267,1241.035,0,0,7.421137,328,0,0,0
2009,3.13,0,E50,1.51249,0,0,21.73887,0.0891967,2.833213,0,7.8411,0.254989,18.67255,0.077175,0,1,2012,0,0,0,5.764152,21.809971,237.58,1,0.79010693,1241.035,0,0,7.414884,328,0,0,0
2010,1.74,0,E50,1.441608,0,0,22.12462,0.1195793,2.890372,0,8.104704,0.180037,18.56501,0.086752,0,1,2012,0,0,0,5.896428,35.009507,239.69,1,0.828056,1241.035,0,1,7.500317,328,0,0,0
2011,,0,E50,1.681909,0,0.5,22.76518,0.1257504,2.944439,0,8.436417,0.153426,19.6112,0.080124,1,0,,0.5,0,0,5.967889,34.648812,241.09,1,0.86066747,1241.035,0,0,7.493185,328,0,0,0
2009,4.14,0,C32,3.640303,1,0,20.83568,0.1149869,2.397895,0,6.820016,0.053858,19.38603,0.042071,1,0,,0,0,0,4.308246,7.2580645,228.58,0,0.7936024,,0,0,6.981003,329,0,0,0
2014,3.75,0,C17,1.55451,0,0,22.77377,0.0102132,2.564949,0,9.791438,0.066298,18.9342,0.070373,0,0,,0,0,0,4.910348,10.657975,230.13,1,0.91134507,,0,0,7.415804,330,0,0,0
2009,9.33,0,C36,2.541615,1,0.5,21.15686,0.0568037,2.197225,0,7.88871,0.216792,18.65456,0.052998,0,1,2012,0.5,0,0,4.963034,7.1928511,232.23,0,0.77733147,1241.035,0,0,7.016095,331,0,0,0
2009,5.12,0,C17,1.731976,0,0,21.67046,0.0125629,2.772589,0,9.086137,0.19344,18.34192,0.071665,0,1,2017,0,0,0,4.637638,2.4795238,206.14,1,0.81002027,553.20119,0,1,6.791983,332,0,0,0
2010,,0,C17,1.724928,0,0,22.09405,0.0276607,2.833213,0,9.102644,0.114064,18.38865,0.083938,0,1,2012,0,0,0,4.742231,3.2217534,206.85,1,0.804128,553.20119,0,1,6.860541,332,0,0,0
2011,7.78,1,C17,1.703113,0,0,22.18947,0.0247309,2.890372,0,8.922791,0.11239,,0.087838,0,1,2010,0,0,0,4.89781,3.3955468,209.23,1,,553.20119,,0,6.924185,332,0,0,
2012,4.42,1,C17,1.626637,0,0,22.25808,0.0178646,2.944439,0,8.979165,0.11239,18.7536,0.05671,0,1,2010,0,0,1,4.913574,3.5416117,211.64,1,,553.20119,,0,6.944124,332,0,0,
2013,3.79,0,C17,1.596529,0,0,22.33385,0.0166122,2.995732,0,9.015298,0.111788,18.62664,0.068547,0,0,,0,0,0,4.921645,4.1153223,213.36,1,0.9221344,553.20119,0,0,6.978955,332,0,0,0
2014,,0,C17,1.523839,0,0,22.44401,0.015629,3.044523,0,9.059052,0.112021,18.8769,0.070373,0,1,2017,0,0,0,4.966936,2.4155144,218.46,1,0.90754613,553.20119,0,1,6.910694,332,0,0,0
2015,3.98,0,C17,1.482654,0,0,22.55055,0.0198591,3.091043,0,9.017605,0.110458,18.61258,0.084098,0,0,,0,0,0,5.018716,2.4045511,220.77,1,0.97005067,322.36909,0,1,6.821403,332,0,0,0
2016,2.97,0,C17,1.592133,0,0,22.79448,0.0293193,3.135494,0,9.077951,0.075767,18.61258,0.087973,0,0,,0,0,0,5.098454,2.1835889,223.1,1,1.0013856,322.36909,0,1,6.959057,332,0,0,0
2017,2.59,0,C17,1.560413,0,0,22.93354,0.0343747,3.178054,0,9.09043,0.075587,18.71819,0.096914,0,0,,0,0,0,5.157886,3.9249143,226.18,1,0.98856107,570.91963,0,0,6.846829,332,0,0,0
2019,1.94,0,C17,1.788611,0,0.8163265,22.98033,0.0291998,3.258096,0,9.121837,0.075139,18.5274,0.075406,1,0,,0.8571429,0,0,5.007014,4.3192932,236.91,1,1.0533744,811.79028,0,0,6.866747,332,0,0,0
2008,,0,C30,3.183535,0,0,20.86826,0.1427859,2.833213,0,7.528332,0.151309,16.57173,0.128845,1,1,2012,0,0,0,4.473224,11.323524,228.14,0,0.75614187,452.47561,0,1,7.201171,333,0,0,0
2009,2.15,0,C30,4.377469,0,0.4444444,21.1702,0.0860017,2.890372,0,7.518607,0.128497,16.63057,0.142044,1,1,2012,0.6666666,0,0,4.450519,11.031266,230.01,0,0.7918624,551.43646,0,1,7.257819,333,0,0,0
2010,3.25,1,C30,4.573022,0,0.72,21.23566,0.0759566,2.944439,0,7.583248,0.128231,17.21181,0.171088,1,1,2017,0.8,0,0,4.496272,13.271025,231.01,0,,18.251626,0,0,7.317397,333,0,0,
2011,2.31,1,C30,5.354573,0,,21.25859,0.0640573,2.995732,0.6931472,7.607381,0.128513,16.93441,0.191134,1,1,2017,,0.5,0,4.649322,12.48838,232.66,0,,18.251626,0.0305498,0,7.192595,333,0,,
2010,3.88,0,I64,2.271915,1,0.5,20.6878,0.0616219,2.772589,1.098612,6.444131,0.247073,17.05675,0.05027,1,1,2017,0.5,2,0,5.638261,19.944807,249.06,1,0.838368,18.251626,0.0415158,0,7.210519,334,0,0,0
2012,5.2,0,C38,2.007211,1,0.5625,20.90497,0.0419265,2.890372,1.609438,6.725034,0.227914,17.56983,0.071307,1,1,2017,0,1,0,5.80267,18.912661,250.83,1,0.86289067,18.251626,0.0531596,0,6.677771,334,0,0,0
2013,9.18,1,C38,1.747003,1,0,21.15513,0.045252,2.944439,1.94591,6.921658,0.185962,,0.075946,1,1,2012,0,1,1,6.084322,21.742381,251.83,1,,18.251626,0.0590094,1,7.272581,334,0,0,0
2015,7.53,0,C38,1.84668,1,0.5,21.69497,0.0647808,3.044523,0,7.174724,0.147894,18.35048,0.085989,1,1,2017,0.5,0,0,6.27863,26.664746,254.93,1,0.95640533,18.251626,0,1,7.137525,334,0,0,0
2016,,0,C38,1.551322,1,0,22.06304,0.0442846,3.091043,1.098612,7.220374,0.142189,19.91714,0.091661,1,0,,0,0.5,0,6.452174,26.734951,255.97,1,0.9750048,18.251626,0.0395823,0,7.237259,334,0,0,0
2009,3.35,0,F51,2.65603,0,0,21.01846,0.1209244,2.484907,0,5.983936,0.126903,18.30152,0.056612,0,0,,0,0,0,,,,0,0.79122053,158.64232,0,0,7.211879,335,0,0,0
2010,3.75,0,F51,2.433276,0,0,21.24281,0.1271587,2.564949,0,6.137727,0.122358,18.81552,0.030911,0,0,,0,0,0,,,,0,0.83504,158.64232,0,0,7.211879,335,0,0,0
2013,2.23,0,F51,3.091405,0,0,21.49458,0.0913777,2.772589,0,7.643483,0.104985,18.646,0.023503,0,1,2017,0,0,0,,,,0,0.8817952,158.64232,0,0,6.677771,335,0,0,0
2021,,0,F51,1.628161,0,0,24.2664,0.0596466,3.178054,0,9.685456,0.117039,21.49368,0.028247,0,0,,0,0,0,6.561568,27.097863,258.62,0,1.1373728,582.01404,0,0,7.211879,335,0,0,0
2008,,0,C26,2.108948,1,0,22.28054,0.0271034,2.079442,0,8.576028,0.039238,19.4464,0.127758,1,1,2010,0,0,0,4.582078,3.063596,254.77,0,0.78370133,3242.9883,0,1,7.029778,336,0,0,0
2009,,0,C26,1.527815,1,0,22.73512,0.0171679,2.197225,0,8.646993,0.03902,19.47499,0.07677,1,1,2010,0,0,0,4.469575,3.4332699,255.67,0,0.78902427,3242.9883,0,1,6.96564,336,0,0,0
2010,6.07,1,C26,3.176163,1,0,22.99208,0.0338849,2.302585,0,8.696343,0.028556,,0.093686,1,1,2010,0,0,0,4.507303,4.0375379,252.16,0,,3242.9883,,1,6.962241,336,0,0,
2011,5.71,0,C26,1.985309,1,0,23.44963,0.0419629,2.397895,0,8.836228,0.034681,19.82345,0.098815,1,1,2012,0,0,0,4.641927,4.3567153,252.47,0,0.8383144,3242.9883,0,1,6.896709,336,0,0,0
2008,,0,I63,2.657083,1,0,20.46913,0.1414885,2.197225,0,,0.179965,,0.174972,1,1,2012,,0,0,5.032244,6.9576763,231.96,1,,1572.9462,0,,6.677771,337,0,0,
2009,13.35,0,I63,3.0704,1,0,20.57272,0.1351965,2.302585,0,7.512618,0.179556,18.28748,0.11148,0,1,2012,0,0,0,5.045347,5.2455266,238.86,1,0.7880344,1572.9462,0,0,7.220186,337,0,0,0
2010,,0,I63,3.040933,1,0,21.11388,0.0911389,2.397895,0,7.459915,0.170399,18.64323,0.075051,0,1,2012,0,0,0,5.140612,7.2460985,236.99,1,0.82376,1572.9462,0,1,7.080514,337,0,0,0
2011,10.32,0,I63,2.480381,1,0,21.34542,0.0702206,2.484907,0,7.459915,0.146247,18.30361,0.067988,0,1,2012,0,0,0,5.307599,7.8138737,236.8,1,0.83676027,1572.9462,0,0,7.283483,337,0,0,0
2012,16.47,1,I65,2.518505,1,0,21.46645,0.0338988,2.564949,0,7.521318,0.144192,18.6224,0.100194,0,1,2012,0,0,1,5.435759,8.6316693,237.12,1,0.87872853,1572.9431,0,0,7.145544,337,0,0,0
2013,14,1,I65,2.28652,1,0,21.54599,0.0494624,2.639057,0,7.452982,0.144192,17.7969,0.096952,0,1,2012,0,0,1,5.468476,9.1577743,237.2,1,0.905872,146.68428,0,0,7.183209,337,0,0,0
2014,14.38,1,I65,2.191509,1,0,21.60324,0.0194962,2.70805,0,7.387709,0.132595,18.00774,0.108529,0,1,2010,0,0,1,5.539549,13.062342,238.4,1,0.92207093,472.23868,0,1,7.091928,337,0,0,0
2015,17.68,1,I65,1.900907,1,0,21.76969,0.0148904,2.772589,0,7.173192,0.132557,18.29226,0.114926,0,1,2010,0,0,1,5.631586,13.393088,240.92,1,,472.23868,0,1,7.147423,337,0,0,0
2008,17.46,0,C41,2.382866,1,0,20.49018,0.0235759,2.484907,0,6.792345,0.144088,18.36456,0.086358,1,0,,0,0,0,5.38218,12.45755,239.08,1,0.74925013,578.46253,0,1,7.337026,338,1.0986123,0.5,0
2009,12.03,0,C41,1.959027,1,0,20.60397,0.015622,2.564949,0,6.622736,0.14331,17.97465,0.089979,1,0,,0,0,0,5.423902,12.383341,240.66,1,0.80966453,578.46253,0,0,7.388985,338,1.6094379,0,0
2010,16.55,0,C41,2.108003,1,0,20.59327,0.0425685,2.639057,0,6.929517,0.095608,18.70087,0.100118,1,0,,0,0,0,5.513115,13.245969,241.56,1,0.827216,578.46253,0,0,7.518648,338,2.9957323,0,0
2011,,0,C41,2.00116,1,0,20.72451,0.0535341,2.70805,0,6.926577,0.094673,19.28115,0.070712,1,0,,0,0,0,5.521252,13.213452,243.11,1,0.83611547,578.46253,0,0,7.357729,338,4.6821313,0,0.1513567
2008,,0,C26,2.906021,1,0,20.03997,0.1039732,2.079442,0,7.311218,0.51516,17.81686,0.127758,1,1,2017,0,0,0,3.858622,0.71073046,214.83,1,0.74890667,578.46253,0,1,6.832253,339,0,0,0
2009,,0,C26,3.03232,1,0,20.26426,0.2004464,2.197225,0,7.612831,0.517154,18.88556,0.07677,1,1,2017,0,0,0,3.948669,0.60158737,214.62,1,0.78317013,578.46253,0,1,6.87648,339,0,0,0
2010,,0,C26,3.431154,1,0,20.37584,0.1843853,2.302585,0,7.640604,0.463169,18.76208,0.093686,1,1,2017,0,0,0,3.986161,0.83229452,213.99,1,0.810496,578.46253,0,1,6.885345,339,0,0,0
2011,15.75,0,C26,3.405475,1,0,20.50973,0.1312574,2.397895,0,7.637716,0.463479,18.44859,0.098815,1,1,2017,0,0,0,3.861508,0.92224564,213.51,1,0.84769707,578.46253,0,0,6.938325,339,0,0,0
2013,8.33,1,C26,3.195572,1,0,21.76259,0.0757442,2.564949,0,8.584291,0.272088,18.75086,0.064841,1,1,2010,0,0,1,3.978178,1.2735752,217.13,1,0.897688,578.46253,0,0,6.900351,339,0,0,0
2014,7.76,1,C26,3.120163,1,0,21.85298,0.0740913,2.639057,0,8.567506,0.271869,18.75053,0.072073,1,1,2010,0,0,1,4.077114,0.87440025,218.91,1,0.9428336,578.46253,0,1,6.641886,339,0,0,0
2015,6.14,1,C26,2.830136,1,0,22.03097,0.0370305,2.70805,0,8.655562,0.228816,18.72064,0.077591,1,1,2010,0,0,1,4.126166,0.92139366,219.95,1,0.96246267,578.46253,0,1,6.65711,339,0,0,0
2016,3.77,1,C26,1.886212,1,0,22.2179,0.0097275,2.772589,0,8.613956,0.228788,18.42336,0.073655,1,1,2010,0,0,1,4.370197,1.0330478,223.43,1,0.9912096,578.46253,0,1,6.815838,339,0,0,0
2021,4.48,1,C26,1.942159,1,,22.08279,0.0131758,3.044523,0,8.553911,0.217477,18.25497,0.18068,1,1,2010,,0,1,,,,1,1.1473768,578.4393,0,1,6.788626,339,0,,0
2009,4.72,0,C35,1.948869,1,0.4444444,21.71941,0.0435192,2.197225,0,7.714677,0.088056,18.03321,0.094579,1,1,2017,0.6666666,0,0,5.066535,4.2039919,239.85,1,0.8062696,1268.819,0,0,6.886678,340,0,0,0
2010,4.44,0,C35,1.567744,1,0.5,22.19135,0.0568692,2.302585,0,7.931285,0.082594,18.65273,0.121859,1,1,2017,0.5,0,0,5.171052,5.9165257,237.52,1,0.832168,1268.819,0,0,6.950806,340,0,0,0
2011,5.19,0,C35,1.583498,1,0.4999999,22.29435,0.0440853,2.397895,0.6931472,7.964503,0.080009,18.89367,0.12116,1,1,2017,0.8333333,0.1111111,0,5.267704,6.1411536,235.25,1,0.82837787,1268.819,0.0282653,0,6.677771,340,0,0,0
2012,,0,C35,1.468418,1,0,22.3926,0.0010767,2.484907,0,7.63868,0.080249,18.76389,0.103011,1,1,2017,0,0,0,5.321838,6.4463802,235.34,1,0.85993813,1268.819,0,0,6.902996,340,0,0,0
2010,11.91,0,C27,2.270279,1,0,20.85457,0.0803793,1.94591,0,7.319202,0.068343,18.66765,0.122275,0,0,,0,0,0,4.829257,8.6379759,235.06,1,0.803672,1268.819,0,0,7.067196,341,0,0,0
2011,9.19,0,C27,2.055556,1,0,21.08452,0.0807971,2.079442,0,7.423568,0.065188,18.59789,0.113831,0,0,,0,0,0,4.993814,9.0590843,235.77,1,0.84365467,1268.819,0,0,7.22283,341,0,0,0
