year,CusPct,did,Industry,Lev,HighTech_1,quality,Size,ROA,Age,amount,Emply,hfd5,ln_Cus,IndustryLernerIndex,upstream,treated,policy,_quality,_amount,_did,lnlab,light,ind_str,sc,GTFP,SpatialDistance,GIE,did_2,iv,id,t_amount,t_quality,t_GIE
2015,0.76,1,C15,3.997526,0,0,23.05969,0.1070058,2.944439,0,8.517193,0.256201,17.38369,0.354991,0,1,2010,0,0,1,5.3192,9.7202772,234.76,1,0.97866533,1802.2326,0,0,7.477708,212,0,0,0
2016,1.05,1,C15,3.684748,0,0,23.16805,0.089665,2.995732,0,8.439664,0.25615,17.71831,0.371115,0,1,2012,0,0,1,5.348931,9.2642337,236.52,1,0.963312,1777.6521,0,0,7.52524,212,0,0,0
2009,66.54,0,D44,1.357984,0,0,22.96888,0.0205938,2.833213,0,7.723562,0.066379,21.02594,0.155682,1,0,,0,0,0,4.928978,4.2351039,233.63,1,0.79981227,2.046092,0,0,7.211879,213,0,0,0
2012,74.18,0,D44,1.185697,0,0,23.49406,-0.0284149,2.995732,0,7.993958,0.06574,21.90247,0.177114,1,0,,0,0,0,5.198009,4.9309968,234.35,1,0.87108267,2.067973,0,1,7.548199,213,0,0,0
2015,64.62,0,D44,1.26221,0,0,23.8532,0.0067822,3.135494,0,8.163086,0.034705,21.74572,0.276348,1,0,,0,0,0,5.716259,6.0454766,237.5,1,0.94783733,2.067973,0,1,7.625839,213,0,0,0
2016,59.36,0,D44,1.400477,0,0,24.12691,0.0010209,3.178054,0,8.155075,0.038881,21.68431,0.23859,1,0,,0,0,0,5.639264,5.1362681,239.8,1,0.9704448,5.639234,0,1,7.636536,213,0,0,0
2017,,0,D44,1.31718,0,0,24.28377,-0.0090306,3.218876,0,8.165079,0.046498,22.08361,0.163511,1,0,,0,0,0,5.622851,8.8932007,241.22,1,1.026528,5.639234,0,0,7.709392,213,0,0,0
2018,,0,D44,1.351738,0,0,24.40595,0.0067204,3.258096,0,8.11582,0.046359,22.30228,0.168771,1,0,,0,0,0,5.587102,7.1512248,242.64,1,1.045456,5.639234,0,0,7.694331,213,0,0,0
2019,55.29,0,D44,1.338008,0,0,24.46667,0.0098038,3.295837,0,7.93308,0.044761,22.26532,0.193192,1,0,,0,0,0,5.57644,8.9761905,245.96,1,1.0917816,5.615709,0,1,7.695175,213,0,0,0
2020,52.58,0,D44,1.252209,0,0.4444444,24.75023,0.0162512,3.332205,0,8.445268,0.044526,22.38891,0.214548,1,0,,0.6666666,0,0,6.208089,48.335049,250.97,1,1.07312,0.710093,0,1,7.641363,213,0,0,0
2021,40.87,0,D44,1.272151,0,0,24.92425,0.012786,3.367296,0,8.426612,0.072296,22.4071,0.090399,1,0,,0,0,0,6.920349,15.063479,274.56,1,1.1470051,0.710093,0,1,7.624453,213,0,0,0
2009,0.92,0,C13,2.206818,0,0,22.8582,0.0685799,2.484907,0,9.124564,0.212298,17.94831,0.042238,0,0,,0,0,0,4.078361,1.43106,215.98,1,0.80046187,1573.1035,0,0,6.352041,214,0,0,0
2010,1.3,1,C13,2.156729,0,0,22.99998,0.2035186,2.564949,0,9.235813,0.211308,,0.034368,0,1,2017,0,0,0,4.382731,1.8450947,216.55,1,,1573.1035,,0,6.295445,214,0,0,
2012,0.61,1,C13,2.418722,0,0,23.93002,0.0945923,2.70805,0,11.251,0.11017,19.91622,0.038409,0,1,2012,0,0,1,4.348895,1.677655,214.99,1,,1573.1035,0,1,6.307502,214,0,0,0
2013,0.58,1,C13,2.312978,0,0,24.10884,0.0918781,2.772589,0,11.10854,0.109878,19.81374,0.043095,0,1,2012,0,0,1,4.479734,2.1141927,215.78,1,,1573.1035,,1,6.455018,214,0,0,
2014,,0,C13,2.901373,0,0,24.23186,0.0830495,2.833213,0,11.05791,0.148853,20.6695,0.04759,0,0,,0,0,0,4.510471,1.9764114,217.66,1,0.95122027,1221.5317,0,0,6.279127,214,0,0,0
2015,1.3,0,C13,3.17814,0,0,24.2848,0.0862646,2.890372,0,10.96124,0.14622,20.5006,0.053574,0,0,,0,0,0,4.5943,2.1743486,218.9,1,0.97615467,1221.5317,0,0,6.326677,214,0,0,0
2016,1.11,0,C13,3.158597,0,0,24.34454,0.0862906,2.944439,0,11.01208,0.146211,20.33447,0.060242,0,0,,0,0,0,4.685745,2.02803,221.52,1,0.9983808,1221.5317,0,0,6.375874,214,0,0,0
2017,0.94,0,C13,2.617735,0,0.7777778,24.47163,0.0734552,2.995732,0,11.02383,0.143764,20.1949,0.064752,1,0,,0.8333333,0,0,4.694718,2.6894986,227.51,1,0.98857093,1221.5317,0,0,6.38636,214,0,0,0
2018,0.76,0,C13,2.32646,0,0.5833333,24.59329,0.0602199,3.044523,0,11.03357,0.148866,20.07644,0.066642,1,0,,0.5833333,0,0,4.720497,3.010758,233.5,1,1.0182075,1221.5317,0,1,6.372214,214,0,0,0
2019,0.81,1,C13,2.034277,0,0.5,24.88554,0.1102082,3.091043,0,11.16479,0.149349,20.3112,0.078569,1,1,2012,0.3333333,0,1,4.688224,3.1756317,238.51,1,,1573.0324,0,1,6.254094,214,0,0,0
2020,0.98,1,C13,1.8846,0,0.75,25.41867,0.0673458,3.135494,0.6931472,11.47203,0.151908,20.79373,0.087173,1,1,2017,,0.0769231,0,5.717258,8.3359009,242.55,1,,1467.5672,0.0271383,0,6.677771,214,0,0,0
2021,0.81,1,C13,1.538866,0,0,25.61161,-0.0784776,3.178054,0.6931472,11.29188,0.151789,20.75188,0.045293,0,1,2017,0,0.03125,0,4.879505,34.662803,233.01,1,,1467.5672,0.0270158,0,6.277148,214,0,0,0
2009,11.01,0,C32,1.220833,1,0,23.99965,0.0182717,2.484907,0,9.227198,0.295,21.30123,0.042071,1,1,2012,0,0,0,5.117515,3.9384608,241.79,1,0.79453813,,0,0,7.349292,215,0,0,0
2009,10.33,0,C34,1.575943,1,0,21.36814,0.122965,2.484907,0,7.516433,0.13597,19.16618,0.077839,1,1,2017,0,0,0,4.892854,8.7550371,221.33,1,0.81069307,13.328109,0,0,7.388782,216,0,0,0
2010,14.41,0,C34,1.577236,1,0,21.64307,0.100438,2.564949,0,7.622664,0.135877,19.70928,0.101394,1,1,2017,0,0,0,4.956651,10.22943,222.96,1,0.828392,13.328109,0,0,7.476639,216,0,0,0
2011,12.4,0,C34,1.670497,1,0,21.74698,0.0752273,2.639057,0,7.710653,0.135971,19.50344,0.098839,1,1,2017,0,0,0,5.479472,9.7992639,224.34,1,0.84583707,29.147276,0,0,7.325703,216,0,0,0
2012,9.94,0,C34,1.737347,1,0,21.74585,0.0265348,2.70805,0.6931472,7.82963,0.13554,19.15914,0.069346,1,1,2017,0,0.5,0,4.990503,10.224814,226.55,1,0.88318293,29.147276,0.0290995,1,7.383401,216,0,0,0
2013,8.9,0,C34,1.712489,1,0,21.78766,0.0138212,2.772589,0,7.994969,0.13631,19.14732,0.068376,1,1,2017,0,0,0,4.952722,11.033248,228.43,1,0.9230848,29.147276,0,1,7.369143,216,0,0,0
2009,21.16,0,S90,1.556449,0,0,22.11935,0.0458998,2.833213,0,7.465083,0.033985,19.7017,0.113533,0,0,,0,0,0,5.48278,6.1559128,236.7,1,0.7923264,,0,1,7.505713,217,0,0,0
2010,3.44,0,C30,1.588427,0,0,22.20257,0.0436338,2.564949,0,7.628031,0.442244,18.37842,0.171088,1,0,,0,0,0,5.263726,16.281175,237.64,1,0.832264,225.50672,0,0,7.123551,218,0,0,0
2011,1.62,0,C30,1.675349,0,0,22.29538,0.072253,2.639057,0,7.801391,0.441863,17.99105,0.191134,1,0,,0,0,0,5.539435,17.705265,237,1,0.83907493,233.10609,0,0,7.105562,218,0,0,0
2012,1.47,0,C30,1.713887,0,0,22.37531,0.0502004,2.70805,0,7.934514,0.429672,17.92002,0.114552,1,0,,0,0,0,5.628183,17.061952,238.41,1,0.86638933,233.10609,0,0,7.099916,218,0,0,0
2013,2.46,0,C30,1.770561,0,0,22.37109,0.0272683,2.772589,0,7.993282,0.429732,18.40439,0.142646,1,0,,0,0,0,5.721383,17.896703,239.3,1,0.9097616,233.10609,0,1,7.15586,218,0,0,0
2014,1.61,0,C30,1.990044,0,0,22.45718,0.0448701,2.833213,0,8.04719,0.375434,17.96246,0.140726,1,0,,0,0,0,5.716178,22.30896,244.2,1,0.917864,74.700697,0,1,7.068616,218,0,0,0
2015,1.67,0,C30,1.906715,0,0,22.50413,0.0144327,2.890372,0,7.99193,0.379043,17.80465,0.107252,1,0,,0,0,0,5.771012,22.118984,246.56,1,0.94150933,223.15994,0,0,7.031023,218,0,0,0
2014,27.04,0,K70,6.312533,0,0,21.90234,0.0123,2.890372,0,6.658011,0.063689,18.21011,0.252983,0,0,,0,0,0,4.832502,14.630986,269.62,0,0.9511296,0.936671,0,0,7.551144,219,0,0,0
2015,53.36,0,K70,5.173395,0,0,21.85514,-0.0741661,2.944439,0,6.621406,0.064133,18.5451,0.216926,0,0,,0,0,0,4.865732,15.684909,270.93,0,0.95056267,0.936671,0,0,7.677355,219,0,0,0
2016,33.36,0,K70,5.847339,0,0,21.85573,0.0198683,2.995732,0,6.60665,0.063789,18.57833,0.214322,0,0,,0,0,0,4.850766,16.491751,271.27,0,0.9780192,0.936671,0,0,7.647086,219,0,0,0
2017,19.87,0,K70,6.221147,0,0,21.87844,0.0300443,3.044523,0,6.429719,0.064888,18.56837,0.225123,0,0,,0,0,0,4.920961,19.706237,272.305,0,0.9980528,0.936671,0,0,7.684819,219,0,0,0
2018,25.1,0,K70,6.513915,0,0,21.91262,0.0514236,3.091043,0,6.234411,0.064001,18.56838,0.254909,0,0,,0,0,0,4.988985,19.632596,273.34,0,1.0345323,0.936671,0,1,7.584308,219,0,0,0
2009,5.01,0,C37,2.098344,1,0,21.28864,0.1606572,2.484907,0,8.181161,0.353113,18.11851,0.05134,0,1,2010,0,0,0,3.279271,1.4091868,220.37,0,0.80876747,0.936671,0,1,6.808471,220,0,0,0
2010,3.09,1,C29,1.9568,1,0,21.57893,0.1657998,2.564949,0,8.348537,0.324463,18.17246,0.071543,1,1,2010,0,0,0,3.803353,2.3406914,219.1,0,0.82556,0.936671,0,1,6.861366,220,0,0,0
2011,2.38,1,C29,2.004049,1,0,21.83688,0.1235613,2.639057,1.098612,8.298788,0.325554,18.10029,0.066949,1,1,2012,0,0.3333333,0,4.410007,2.4821458,217.48,0,,0.936671,0.0406947,0,6.892188,220,0,0,0
2009,1.92,0,L72,2.678803,0,0,20.82523,0.0767339,2.564949,0,7.628518,0.166645,16.26816,0.194876,0,0,,0,0,0,,,,0,0.79555893,0.936671,0,0,7.211879,221,0,0,0
2010,1.97,0,L72,3.045466,0,0,20.88862,0.0959682,2.639057,0,7.65302,0.167565,16.4882,0.216304,0,0,,0,0,0,,,,0,0.810232,0.936671,0,1,7.211879,221,0,0,0
2011,2.29,0,L72,3.962259,0,0,20.91839,0.1208672,2.70805,0,7.645398,0.16587,16.84968,0.211696,0,0,,0,0,0,,,,0,0.84303467,0.936671,0,0,7.211879,221,0,0,0
2009,0.66,0,F52,1.836925,0,0,21.05719,-0.0401069,2.564949,0,7.597396,0.097875,15.87251,0.03968,0,0,,0,0,0,3.841111,5.3798321,235.79,0,0.80120427,0.936671,0,0,7.203114,222,0,0,0
2010,1.72,0,F52,1.777341,0,0,21.14214,0.0209728,2.639057,0,7.549083,0.095521,17.01244,0.041047,0,0,,0,0,0,3.781003,6.2769583,233.26,0,0.817328,0.936671,0,0,7.169359,222,0,0,0
2011,2.77,0,F52,1.864201,0,0,21.18438,0.045139,2.70805,0,7.5224,0.094759,17.66033,0.042049,0,1,2012,0,0,0,3.79863,6.0443795,234.64,0,0.8654704,0.936671,0,1,7.173992,222,0,0,0
2011,17.37,0,C33,1.554833,0,0,21.91742,0.0039575,2.944439,0,7.841886,0.044622,19.56663,0.066107,1,0,,0,0,0,,,,0,0.84894533,0.936671,0,1,7.211879,223,0,0,0
2012,18.59,0,C33,1.682524,0,0,21.79737,0.005546,2.995732,0,7.821242,0.044562,19.60525,0.063303,1,0,,0,0,0,,,,0,0.87881387,4.431027,0,1,7.211879,223,0,0,0
2013,17.09,0,C33,1.536382,0,0,21.89531,0.0053212,3.044523,0,7.710205,0.044543,19.40515,0.059107,1,0,,0,0,0,,,,0,0.9055376,4.431027,0,0,7.211879,223,0,0,0
2014,13.12,0,C33,1.576728,0,0,21.85806,0.003594,3.091043,0,7.70391,0.044952,19.13186,0.056056,1,0,,0,0,0,,,,0,0.95044053,4.431027,0,0,7.211879,223,0,0,0
2015,18.66,0,C33,1.62714,0,0,21.81493,0.0041223,3.135494,0,7.660114,0.045483,19.39997,0.064905,1,0,,0,0,0,,,,0,0.958524,4.431027,0,1,7.211879,223,0,0,0
2018,15.47,0,C33,1.095357,0,0,22.74025,-0.0168834,3.258096,0,6.152733,0.069792,19.38642,0.110963,1,0,,0,0,0,,,,0,1.0340155,1.26537,0,0,7.211879,223,0,0,0
2019,,0,C33,0.9699609,0,0,22.2894,-0.1263947,3.295837,0,6.025866,0.06895,19.40787,0.096685,1,0,,0,0,0,,,,0,1.0713768,1.238758,0,0,7.211879,223,0,0,0
2009,9.61,0,C38,1.155518,1,0,21.54148,0.1234079,2.484907,0,6.150603,0.366395,20.25654,0.075245,1,1,2010,0,0,0,6.077706,23.555706,258.96,1,0.8029288,1639.4726,0,0,6.990271,224,0,0,0
2013,0.49,0,C13,4.163416,0,0,23.70622,0.2233221,2.772589,0,11.14166,0.380115,19.20461,0.043095,0,0,,0,0,0,3.709584,9.643546,207.24,0,0.880088,2.43084,0,1,7.237917,225,0,0,0
2018,0.81,0,C13,2.676816,0,0,23.83,0.2234481,3.044523,0,10.89759,0.372563,19.79189,0.066642,0,0,,0,0,0,4.086845,13.878709,222.12,0,1.0295264,2.43084,0,1,7.203781,225,0,0,0
2009,14.19,0,N78,1.467508,0,0,22.84686,0.0023177,2.484907,0,6.478509,0.056263,19.36578,0.178054,1,1,2010,0,0,0,5.942038,18.636506,243.56,1,0.7774784,,0,0,7.368128,226,0,0,0
2009,8,0,C31,2.140054,1,0.6666666,25.33826,0.0071027,2.564949,0.6931472,10.33858,0.474881,22.46268,0.02819,1,1,2010,0.7388889,0.0188679,0,4.175047,4.7779337,237.67,0,0.7989848,,0.0337341,1,7.372482,227,0,0,0
2009,99.37,0,D44,1.306221,0,0,22.57852,0.0122645,2.564949,0,6.12905,0.341422,21.49101,0.155682,1,0,,0,0,0,4.62797,4.542627,232.5,1,0.78226533,1.805227,0,1,7.070713,228,0,0,0
2009,14.65,0,C18,1.459417,0,0,20.96897,-0.0364304,2.397895,0,7.541683,0.102809,19.28571,0.136247,0,0,,0,0,0,6.920349,15.063479,274.56,1,0.79575227,590.55406,0,0,7.073476,229,0,0,0
2011,7.26,0,C18,1.508347,0,0,20.91756,0.0031987,2.564949,0,6.343881,0.081933,18.67391,0.161049,0,0,,0,0,0,6.862555,16.531709,275.23,1,0.84063733,590.55406,0,0,7.073507,229,0,0,0
2009,14.15,0,F51,1.252146,0,0,21.34063,0.0148635,2.397895,0,7.192182,0.217298,20.93172,0.056612,0,1,2017,0,0,0,5.066535,4.2039919,239.85,1,0.789844,590.55406,0,0,6.886678,230,0,0,0
2010,6.05,0,F51,1.516144,0,0,21.92672,0.033484,2.484907,0,7.303843,0.24199,20.621,0.030911,0,1,2017,0,0,0,5.171052,5.9165257,237.52,1,0.819544,590.55406,0,0,6.950806,230,0,0,0
2011,4.13,0,F51,1.470326,0,0,22.18293,0.0222361,2.564949,0,7.553811,0.24199,20.70936,0.026383,0,0,,0,0,0,5.267704,6.1411536,235.25,1,0.8338256,1467.35,0,0,6.984836,230,0,0,0
2012,4.16,0,F51,1.556611,0,0,22.07863,0.0050282,2.639057,0,7.538495,0.241983,20.75561,0.02246,0,0,,0,0,0,5.321838,6.4463802,235.34,1,0.8698112,1467.35,0,1,6.902996,230,0,0,0
2013,4.87,0,F51,1.483747,0,0,22.19654,0.0220023,2.70805,0,7.502186,0.230059,20.86778,0.023503,0,0,,0,0,0,5.370033,7.8185047,236.58,1,0.9221696,1467.35,0,1,7.082204,230,0,0,0
2014,5.45,0,F51,1.357085,0,0,22.42149,0.0158451,2.772589,0,7.446585,0.219405,20.90842,0.025843,0,1,2017,0,0,0,5.398556,8.4586434,237.82,1,0.9505312,1467.35,0,1,6.785752,230,0,0,0
2009,,0,C34,1.147149,1,0,20.48095,-0.2751132,2.484907,0,6.739336,0.292123,17.21294,0.077839,1,0,,0,0,0,4.502805,1.1915008,219.1,1,0.77609413,1467.35,0,0,6.935404,231,0,0,0
2014,4.39,1,C34,2.080755,1,0,21.37236,0.2287565,2.833213,0,7.678789,0.082251,18.26824,0.075919,1,1,2012,0,0,1,4.842741,2.6835664,224.52,1,0.94257973,1467.35,0,0,6.782404,231,0,0,0
2009,3.2,0,C22,1.473364,0,0,22.779,0.0334422,2.397895,0,9.005896,0.230709,19.1297,0.090709,1,0,,0,0,0,,,,0,0.79486293,1467.35,0,0,7.211879,232,0,0,0
2010,,0,C20,1.478002,0,0,22.87539,0.0397937,2.484907,0,9.080345,0.230045,18.97752,0.06515,1,0,,0,0,0,,,,0,0.82768,1492.0565,0,1,7.211879,232,0,0,0
2011,,0,C20,1.458592,0,0.25,22.92951,0.0244195,2.564949,0,9.084437,0.22957,18.74056,0.069764,1,0,,0.5,0,0,,,,0,0.84279493,1492.0565,0,1,7.211879,232,0,0,0
2012,1.45,0,C20,1.507603,0,0,22.89691,0.0272196,2.639057,0,9.094368,0.229181,18.5972,0.042637,1,0,,0,0,0,,,,0,0.8874752,1492.0565,0,1,7.211879,232,0,0,0
2013,1.62,0,C20,1.560402,0,0,22.89319,0.0296914,2.70805,0,7.701653,0.228997,18.69411,0.041814,1,0,,0,0,0,,,,0,0.903012,506.23229,0,0,7.211879,232,0,0,0
2014,1.64,1,C20,1.60324,0,0,22.82605,0.0323326,2.772589,1.098612,9.11438,0.228205,18.73721,0.065776,1,1,2010,0,0.3333333,1,,,,0,,1174.4927,0.0387241,0,6.677771,232,0,0,0
2015,1.19,0,C20,1.59789,0,0,22.59128,0.0532609,2.833213,0,8.607399,0.22905,18.32208,0.047294,1,0,,0,0,0,,,,0,0.94190133,506.23229,0,0,7.211879,232,0,0,0
2016,2.22,0,C20,2.043091,0,0,22.50356,0.0861033,2.890372,0,8.57206,0.227906,18.78265,0.098537,1,1,2017,0,0,0,,,,0,1.0007712,759.43822,0,1,6.677771,232,0,0,0
2017,2.68,1,C20,2.373382,0,0,22.57043,0.1201687,2.944439,0,8.560253,0.208392,19.0477,0.108982,1,1,2017,0,0,0,,,,0,,759.08425,,1,6.677771,232,0,0,
2009,10.56,0,C13,1.63823,0,0,22.0873,0.0329874,2.397895,0,8.468423,0.229005,19.73728,0.042238,0,1,2010,0,0,0,5.022126,2.9751901,237.55,1,0.8098424,5.758779,0,0,6.677771,233,0,0,0
2010,13.47,0,C13,1.594432,0,0,22.18484,0.041703,2.484907,0,9.193194,0.229744,20.07331,0.034368,0,0,,0,0,0,5.124074,3.2765302,236.63,1,0.816576,5.758779,0,1,7.152534,233,0,0,0
2011,14.12,0,C13,1.491579,0,0,22.27328,0.01007,2.564949,0,8.457443,0.228197,20.20631,0.031877,0,0,,0,0,0,5.25873,3.3980442,234.85,1,0.841836,4.221236,0,1,7.152906,233,0,0,0
2012,9.75,0,C13,1.255133,0,0,22.49268,-0.0624463,2.639057,0,8.342602,0.2281,19.59301,0.038409,0,0,,0,0,0,4.782946,3.4602952,235.82,1,0.86089387,5.677278,0,0,7.057202,233,0,0,0
2014,21.83,0,C13,1.361206,0,0,22.22891,-0.0533416,2.772589,0,7.987525,0.228212,20.19192,0.04759,0,0,,0,0,0,5.098474,4.0804057,236.77,1,0.91945067,4.152363,0,0,7.009262,233,0,0,0
2015,32.22,0,C13,1.410631,0,0.8333333,22.4611,0.0103769,2.833213,0,8.348064,0.180358,20.71961,0.053574,1,0,,0.8333333,0,0,5.223539,4.2854491,238.82,1,0.95918667,4.152363,0,0,7.055696,233,0,0,0
2016,,0,C13,1.316664,0,0,22.62737,0.0031071,2.890372,0,8.493924,0.180968,20.72952,0.060242,0,0,,0,0,0,5.354466,4.1542919,240.1,1,0.9836352,971.86615,0,0,7.134186,233,0,0,0
2017,,0,C13,1.237007,0,0,22.72323,-0.0281313,2.944439,0,8.472405,0.178286,20.40717,0.064752,0,0,,0,0,0,5.455749,5.5303332,244.37,1,1.0019699,971.86615,0,0,7.211879,233,0,0,0
2018,,0,C13,1.00576,0,0,22.48392,-0.2093701,2.995732,0,8.41936,0.178263,20.79124,0.066642,0,0,,0,0,0,5.467149,5.7279518,248.64,1,1.0468037,971.86615,0,1,7.029158,233,0,0,0
2020,,0,C13,1.045544,0,0,22.48539,0.0126246,3.091043,0,8.27919,0.093114,20.814,0.087173,0,0,,0,0,0,4.582078,3.063596,254.77,1,1.0687787,971.86615,0,1,7.219115,233,0,0,0
2021,,0,C13,1.096821,0,0,22.71612,-0.0097643,3.135494,0,8.22121,0.170069,20.48421,0.045293,0,0,,0,0,0,4.55216,4.4498072,241.39,1,1.1402592,971.86615,0,1,7.076128,233,0,0,0
2009,1.71,0,C26,2.027585,1,0,22.71542,0.010508,2.397895,0,9.072686,0.352383,18.20969,0.07677,1,1,2010,0,0,0,5.909413,8.5074294,243.64,1,0.8028592,971.86615,0,0,6.371099,234,0,0,0
2010,2.65,0,C26,1.786237,1,0.625,22.70819,-0.0328263,2.484907,0,9.057305,0.352267,18.34733,0.093686,1,1,2017,0.75,0,0,5.959664,10.674294,245.03,1,0.813616,971.86615,0,0,6.280251,234,0,0,0
2011,2.18,0,C26,1.562621,1,0,22.94178,0.0034225,2.564949,0,8.919052,0.352094,18.24306,0.098815,1,0,,0,0,0,5.874892,9.3778863,244.58,1,0.83994293,971.86615,0,0,6.411586,234,0,0,0
2013,4.8,1,C26,1.246543,1,0,23.34851,-0.0305809,2.70805,0,8.585973,0.295818,19.09023,0.064841,1,1,2010,,0,1,6.611674,11.804953,246.36,1,,971.86615,,0,6.446716,234,0,0,
2014,8.31,1,C26,1.101457,1,0.6666666,23.2604,-0.1019653,2.772589,0,8.538759,0.178739,19.50545,0.072073,1,1,2010,0.6666666,0,1,6.215061,14.363376,248.07,1,,971.86615,,0,6.258519,234,0,0,
2016,4.96,0,C26,1.015284,1,0,22.75988,-0.0799887,2.890372,0.6931472,8.081784,0.295714,18.83698,0.073655,1,1,2017,0,0.25,0,6.726914,15.706383,249.21,1,0.9761472,971.86615,0.0310034,,6.335278,234,0,0,0
2009,13.48,0,C37,1.92765,1,0,21.75292,0.0396793,2.397895,0,9.035392,0.208819,20.01094,0.05134,0,0,,0,0,0,,,,0,0.77917973,1433.2272,0,1,7.211879,235,0,0,0
2010,,0,C37,1.63262,1,0.4375,22.05545,0.0161236,2.484907,0,8.994545,0.204344,20.57046,0.050777,1,0,,0.625,0,0,,,,0,0.81956,1433.2272,0,1,7.211879,235,0,0,0
2011,26.06,1,C37,1.611751,1,0,22.06975,-0.0078095,2.564949,0,8.844337,0.204249,20.67924,0.053725,0,1,2010,0,0,0,,,,0,,1433.2272,0,0,6.677771,235,0,0,0
2012,34.73,1,C37,2.427456,1,0,22.10096,-0.0012552,2.639057,0,8.818778,0.204613,20.96673,0.056778,0,1,2010,0,0,1,,,,0,0.86213973,1433.2272,0,0,6.677771,235,0,0,0
2014,13.74,1,C37,2.362893,1,0,22.01367,-0.0571073,2.772589,0,8.464636,0.192157,19.61514,0.058702,0,1,2010,0,0,1,,,,0,0.93637813,1433.2272,0,0,6.677771,235,0,0,0
2015,14.95,1,C37,2.453334,1,0,21.95532,-0.0438077,2.833213,0.6931472,8.527539,0.1803,19.5836,0.053783,0,1,2010,0,0.2,1,,,,0,0.94016533,1433.2272,0.0280675,0,6.677771,235,0,0,0
2017,21.48,1,C37,2.810227,1,0.5357143,22.08894,0.0209018,2.944439,0,8.377701,0.106462,20.18421,0.064769,1,1,2010,0.6785715,0,1,,,,0,0.99187627,1433.2272,0,1,6.677771,235,0,0,0
2009,,0,S90,1.90346,0,0,20.82736,0.0913187,2.833213,0,5.365976,0.05882,17.56887,0.113533,0,1,2017,0,0,0,4.530954,6.5686434,225.27,1,0.78818133,1433.2272,0,1,7.107285,236,0,0,0
2012,6.02,0,C27,3.390064,1,0,21.01734,0.1782521,2.995732,0,7.775696,0.053092,17.72786,0.133586,0,1,2017,0,0,0,4.816868,7.6667055,232.09,1,0.885632,1465.7908,0,1,7.16555,236,0,0,0
2014,,0,C27,4.137545,1,0,21.39348,0.2178451,3.091043,0.6931472,7.824446,0.052871,18.45857,0.140368,0,1,2017,0,0.5,0,4.962525,8.5068382,234.71,1,0.9120704,1465.7908,0.029725,0,7.100049,236,0,0,0
2015,3.4,0,C27,5.184825,1,0.5,21.45607,0.1295839,3.135494,0.6931472,7.810758,0.048157,17.54195,0.147887,1,1,2017,0.5,0.2,0,5.052092,8.8375138,236.75,1,0.97486667,1465.7908,0.0296593,0,7.07507,236,0,0,0
2017,3.43,1,C27,4.987744,1,,21.74392,0.1715097,3.218876,1.098612,7.923348,0.045055,,0.165489,0,1,2017,,0.5,0,5.205916,13.828959,240.19,1,,167.0291,0.0417794,1,7.114922,236,0,,0
2019,23.04,1,C27,5.385911,1,,21.87145,0.118641,3.295837,0.6931472,7.967627,0.047725,19.83733,0.167704,0,1,2012,,1,1,5.91246,15.541291,244.32,1,,679.87461,0.0282138,1,7.1165,236,0,,0
2011,7.44,0,R86,1.511028,0,0,23.14167,0.055831,2.564949,0,9.227787,0.04687,19.17112,0.19696,0,1,2012,0,0,0,5.267704,6.1411536,235.25,1,0.85424427,1345.1652,0,1,6.984836,237,0,0,0
2009,4.77,0,C27,6.129793,1,0,21.6216,0.1133488,2.484907,0,8.127995,0.214192,18.35703,0.112432,0,1,2017,0,0,0,5.565313,13.505383,248.26,1,0.80303707,25.683237,0,1,7.137275,238,0,0,0
2010,4.8,0,C27,5.0393,1,0,21.7326,0.089513,2.564949,0,8.16166,0.214314,18.45735,0.122275,0,1,2017,0,0,0,5.638261,19.944807,249.06,1,0.800736,25.683237,0,1,7.210519,238,0,0,0
2011,4.38,0,C27,4.673316,1,0,21.80787,0.0738752,2.639057,0,8.184793,0.214325,18.40669,0.113831,0,1,2017,0,0,0,5.725797,20.052919,249.71,1,0.857336,1362.4027,0,0,7.223794,238,0,0,0
2012,4.36,0,C27,4.363389,1,0,21.88607,0.058228,2.70805,0,8.383204,0.214097,18.42449,0.133586,0,1,2017,0,0,0,5.80267,18.912661,250.83,1,0.86033067,1362.4027,0,0,7.322666,238,0,0,0
2013,4.43,0,C27,4.526949,1,0,21.91852,0.0584519,2.772589,0,8.421563,0.214363,18.56311,0.131304,0,1,2017,0,0,0,6.084322,21.742381,251.83,1,0.9102016,1362.4027,0,0,7.272581,238,0,0,0
2009,42.17,0,C37,2.98671,1,0,21.1711,0.0286131,2.397895,0,7.963112,0.18191,19.86644,0.05134,0,1,2012,0,0,0,4.577477,4.0985197,249.05,0,0.8110952,,0,0,7.266278,239,0,0,0
2012,7.46,1,C38,1.959465,1,0,21.76445,0.1202926,2.995732,0,8.014667,0.147844,19.20952,,1,1,2012,0,0,1,3.761874,2.1896483,213.84,0,0.86012587,1362.4027,0,0,7.30461,240,0,0,0
2013,4.77,1,C38,1.994693,1,0,21.74718,0.003916,3.044523,0,8.0047,0.147814,18.664,0.075946,1,1,2012,0,0,1,3.696808,2.5691906,208.31,0,0.9200752,1362.4027,0,1,7.361832,240,0,0,0
2014,5.97,1,C38,2.26152,1,0,22.05785,-0.0104191,3.091043,0,7.935587,0.11803,18.62415,0.088052,1,1,2012,0,0,1,3.683505,1.4007065,212.18,0,0.92839947,1362.4027,0,1,7.301535,240,0,0,0
