stkcd,year,city,DEPTH,EXTEND,DIG,DID,policy1,policy2,CRE,IA,UD,RES_TOPSIS,FAG,LE,OPEN,GOV,DIS,DEVELOP,ADAPT,RECOVER,RESIS,RES,AGE,PROFIT,BOARD,TOP5,RD,SIZE,SDS,CSP,CSC,instrument1,instrument2,IPP,AGE2,DIDtime
436,2012,152,0.2710116,0.03,0,0,0,0,-0.02,0.05,0.1208,0.36231,1.31,5.4078754,7.71743,0.12,6.907544,0.3246084,0.328907,0.3260735,0.3687829,0.3698117,5,4.65,11,0.41,3.36,22.19,0,0.8571429,1,28,0,1,25,0
436,2013,152,0.245618,0.01,0,0,0,0,-0.05,0.05,0.1158,0.3718454,0.78,5.4776687,7.73285,0.12,6.874439,0.3576605,0.3924942,0.325377,0.3552189,0.33281,6,4.96,11,0.62,4.6,22.23,0,0.8571429,1,26,0,1,36,0
436,2014,152,0.2157821,0.04,0,0,0,0,-0.01,0.05,0.0918,0.3744169,0.65,7.2478798,7.75856,0.14,6.874439,0.3521763,0.3717943,0.3188824,0.3271961,0.3607458,7,6.05,9,0.66,4.43,22.28,0,0.8571429,1,26,0,1,49,0
436,2015,152,0.1749192,0.07,0,0,0,0,-0.05,0.05,0.1025,0.3888645,0.64,7.2605695,7.82026,0.2,6.874439,0.3489597,0.3889159,0.2977284,0.3304642,0.3596948,8,7.89,9,0.71,3.93,22.4,0,0.8571429,1,44,0,1,64,0
436,2016,152,0.1557506,0.04,0,0,1,0,0,0.06,0.0923,0.3967882,0.62,7.0321552,7.87167,0.22,6.874439,0.3424055,0.3699219,0.323449,0.3461281,0.3592612,9,6.38,9,0.67,4.94,22.62,0,0.8571429,1,48,0,1,81,0
436,2017,152,0.168471,0.04,0,0,1,0,0.01,0.04,0.0941,0.4130069,0.54,7.0258103,7.92823,0.2,6.874439,0.3701621,0.3298988,0.3267513,0.3393983,0.37409,10,6.73,9,0.49,4.3,22.82,0,0.8571429,1,52,0,1,100,0
436,2018,152,0.1821022,0.05,1,0,1,0,-0.01,0.04,0.0997,0.4206879,0.91,7.2351901,7.9745,0.18,6.874439,0.4062706,0.3376974,0.3196474,0.3474331,0.3576868,11,8.15,9,0.49,4.16,22.83,0,0.8571429,1,50,0,1,121,0
436,2019,152,0.1903478,0.04,1,0,1,0,0.02,0.04,0.0974,0.4238955,1,8.5929865,7.96936,0.17,6.874439,0.4036043,0.3472823,0.3198186,0.3137613,0.3721347,12,9.66,9,0.49,4.4,22.88,0,0.8571429,1,56,0,1,144,0
436,2020,152,0.1561281,0.05,1,0,1,0,0.02,0.03,0.0959,0.4259861,1.12,9.1894017,8.00535,0.15,6.874439,0.3921707,0.3393582,0.3455326,0.3025523,0.3783138,13,8.64,8,0.51,4.84,22.92,1,0.8571429,1,66,0,1,169,0
436,2021,152,0.1500693,0.05,1,0,1,0,0.03,0.03,0.0737,0.4264967,1.31,9.8302308,8.04134,0.15,6.874439,0.4026507,0.3605763,0.3509011,0.3275799,0.3492078,14,10.55,9,0.51,4.71,23.06,1,0.8571429,1,32,0,1,196,0
436,2022,152,0.1611383,0.03,1,0,1,0,-0.02,0.03,0.0793,0.4268896,1.36,10.528163,8.07733,0.15,6.874439,0.4232843,0.3778341,0.3940662,0.3208142,0.3284318,15,2.32,9,0.66,5.09,22.97,1,0.8571429,1,46,0,1,225,0
437,2010,150,0.3335428,0.01,0,0,0,0,-0.18,0.11,0.443,0.2793657,0.9,4.8114602,7.6146,0.09,6.874439,0.3295624,0.3021879,0.4383916,0.3421917,0.3691643,3,0.23,8,0.31,0.13,20.75,0,0.8571429,1,35,7,0,9,0
437,2011,150,0.3126991,0.01,0,0,0,0,-0.04,0.08,0.434,0.3341818,0.86,4.8304948,7.62488,0.1,6.874439,0.3961548,0.2736182,0.398774,0.3115498,0.3891613,4,0.05,8,0.29,0.21,21,0,0.8571429,1,35,7,0,16,0
437,2012,150,0,0,0,0,0,0,-0.01,0.17,0.1855,0.3630285,0.88,5.4078754,7.66601,0.1,6.874439,0.4095636,0.2569034,0.3744527,0.3436143,0.3818036,5,0.06,7,0.29,0.33,20.98,0,0.8571429,1,60,12,1,25,0
437,2013,150,0.4218972,0.1,0,0,0,0,-0.09,0.18,0.3,0.3685488,0.79,5.4776687,7.66601,0.09,6.874439,0.416963,0.279576,0.4568888,0.3463789,0.3509796,6,-0.56,6,0.27,0.53,20.86,0,0.8571429,1,95,19,1,36,0
437,2014,150,0.3473229,0.03,0,0,0,0,-0.03,0.24,0.17,0.3720819,0.81,7.2478798,7.69172,0.09,6.874439,0.379223,0.26172,0.4411342,0.3205374,0.3849456,7,-0.78,6,0.29,0.85,20.62,0,0.8571429,1,160,32,1,49,0
437,2015,150,0.1964794,0.12,0,0,0,0,-0.04,0.23,0.2471,0.38714,0.77,7.2605695,7.72771,0.1,6.874439,0.3394699,0.3200272,0.3795682,0.3504084,0.369346,8,0.16,6,0.39,3.48,20.65,0,0.8571429,1,70,14,1,64,0
437,2016,150,0.1377434,0.05,0,0,1,0,-0.06,0.26,0.2766,0.3969442,0.97,7.0321552,7.78941,0.1,6.874439,0.3351838,0.3330008,0.3935896,0.3043447,0.3881847,9,0.16,6,0.46,4.65,20.63,0,0.8571429,1,155,31,1,81,0
437,2017,150,0.120838,0.25,0,0,1,0,-0.1,0.22,0.1532,0.4141091,0.72,7.0258103,7.84597,0.1,6.874439,0.3354883,0.3207504,0.3396285,0.3257575,0.3916564,10,0.45,6,0.47,6.51,20.8,0,0.8571429,1,140,28,1,100,0
437,2018,150,0.1008514,0.12,1,0,1,0,-0.13,0.2,0.1951,0.4219738,0.73,7.2351901,7.86139,0.11,6.874439,0.3654788,0.3347969,0.4141484,0.3451298,0.3506629,11,-0.04,6,0.47,4.93,20.8,0,0.8571429,1,70,14,1,121,0
437,2019,150,0.1634295,0.13,1,0,1,0,-0.08,0.26,0.168,0.4253365,0.95,8.5929865,7.92309,0.12,6.874439,0.3406786,0.3568932,0.4868178,0.3667342,0.3258372,12,-3.39,6,0.62,10.22,20.51,0,0.8571429,1,65,13,1,144,0
437,2020,150,0.1773256,0.03,1,0,1,0,-0.12,0.27,0.1413,0.427651,0.86,9.1894017,7.95908,0.12,6.874439,0.3353588,0.3548149,0.3745758,0.3798489,0.3434417,13,0.21,5,0.66,3.31,20.74,0,0.8571429,1,75,15,1,169,0
438,2010,111,0,0,0,0,0,0,-0.08,0.04,0.0713,0.2849318,1.21,3.8787684,6.49889,0.1,5.554617,0.4572279,0.3350066,0.3864174,0.3585595,0.3194403,3,0.45,11,0.34,2.63,21.29,0,0,1,1,0,0,9,0
438,2011,111,0.2106033,0.02,0,0,0,0,-0.08,0.05,0.0832,0.3366769,1.22,4.0120101,6.71997,0.1,5.554617,0.453271,0.3159619,0.3984906,0.3438014,0.3349892,4,0.11,11,0.33,2.82,21.32,0,0,1,4,0,0,16,0
438,2012,111,0.3539383,0.03,0,0,0,0,-0.02,0.05,0.0685,0.3664274,1.09,4.2531141,6.73026,0.11,5.554617,0.458302,0.3175145,0.4024832,0.3403276,0.3343124,5,0.02,11,0.35,3.03,21.31,0,0,1,5,0,0,25,0
438,2013,111,0.3558888,0.03,0,0,0,0,-0.06,0.05,0.0774,0.3713236,1.23,4.2594589,6.7611,0.12,5.554617,0.4686823,0.3168905,0.4087977,0.336541,0.3337904,6,0.02,11,0.33,3.26,21.29,0,0,1,1,0,0,36,0
438,2014,111,0.3795254,0.01,0,0,0,0,0.04,0.04,0.0821,0.3722311,1.37,5.306358,6.79195,0.12,5.554617,0.3875533,0.2881661,0.4085314,0.3197002,0.3770919,7,-0.02,5,0.39,3.59,21.35,0,0,1,1,0,0,49,0
438,2015,111,0,0,0,0,0,0,0.09,0.05,0.0969,0.3895848,1.37,5.7695315,6.81766,0.13,5.554617,0.521436,0.3521233,0.3701368,0.3380042,0.3249487,8,0.17,5,0.41,3.17,21.37,0,0,1,16,0,0,64,0
438,2016,111,0.4429725,0.02,0,0,0,0,0.08,0.04,0.0793,0.3960724,1.27,5.6870485,6.54516,0.13,5.554617,0.4196078,0.301169,0.4144723,0.305473,0.3948058,9,0.33,5,0.24,4.39,22.21,1,0,1,26,0,0,81,0
438,2017,111,0.3815027,0.01,0,0,0,0,0.01,0.04,0.0764,0.4153459,0.99,5.5601517,6.63257,0.12,5.554617,0.4469621,0.3317025,0.4108251,0.3487539,0.3309288,10,0.83,7,0.24,3.27,22.25,1,0,1,24,0,0,100,0
438,2018,111,0.3944802,0.24,0,0,0,0,-0.01,0.04,0.0834,0.4232405,1.23,5.9852561,6.11841,0.13,5.554617,0.455352,0.3136022,0.3990097,0.3861576,0.3220353,11,1.12,7,0.28,3.38,22.29,0,0,1,13,0,0,121,0
438,2019,111,0.3433979,0.01,0,0,0,0,-0.16,0.04,0.2645,0.4264384,1.18,7.120983,6.50403,0.15,5.554617,0.4589238,0.3087395,0.3801966,0.3736058,0.3323147,12,0.46,7,0.3,3.88,22.31,0,0,1,17,0,0,144,0
438,2020,111,0.2749858,0.01,0,0,0,0,-0.19,0.03,0.3062,0.4288585,1.06,7.7871914,6.55544,0.15,5.554617,0.4660455,0.3335267,0.4072508,0.3606946,0.316702,13,0,7,0.3,3.4,22.31,0,0,1,26,0,0,169,0
438,2021,111,0.2968567,0.02,0,0,0,0,-0.07,0.03,0.2587,0.4295554,1.14,8.5105035,6.612,0.14,5.554617,0.4455003,0.3697683,0.3586592,0.3707288,0.3054993,14,-0.05,7,0.29,4.78,22.29,1,0,1,24,0,0,196,0
438,2022,111,0,0,0,0,0,0,-0.05,0.03,0.1527,0.4297911,1.14,9.1576774,6.62742,0.14,5.554617,0.4600941,0.3746085,0.4423997,0.3567908,0.2889784,15,-2,7,0.29,5.13,22.23,0,0,1,16,0,0,225,0
439,2010,129,0.2359521,0.03,0,0,0,0,-0.15,0.04,0.0609,0.2832735,0.86,2.7430415,7.51691,0.1,5.554617,0.4555626,0.3428682,0.3456796,0.2166423,0.4053883,3,2.13,9,0.35,6.02,21.58,0,0,1,45,9,0,9,0
439,2011,129,0.1753877,0.06,0,0,0,0,-0.1,0.04,0.065,0.3344075,0.85,2.8953177,7.55804,0.11,5.554617,0.443624,0.3085243,0.3663791,0.200589,0.4335216,4,1.6,9,0.34,8.21,21.56,0,0,1,20,4,0,16,0
439,2012,129,0.1459289,0.09,0,0,0,0,-0.16,0.05,0.076,0.3631298,0.86,3.853389,7.63516,0.11,5.554617,0.4500125,0.3072051,0.4243759,0.2055376,0.4162346,5,0.39,9,0.35,6.45,21.52,0,0,1,75,15,1,25,0
439,2013,129,0.1563522,0.05,0,0,0,0,-0.08,0.04,0.084,0.3692703,1.09,4.056424,7.70715,0.12,5.554617,0.4513012,0.3290336,0.4159157,0.2321852,0.390257,6,0.49,9,0.35,6.01,21.56,0,0,1,80,16,1,36,0
439,2014,129,0.1732109,0.06,0,0,0,0,-0.12,0.04,0.09,0.3730102,1.04,4.1833208,7.78941,0.12,5.554617,0.4385525,0.3281615,0.4090023,0.2788525,0.3679951,7,1.37,7,0.35,4.01,21.66,0,0,1,60,12,1,49,0
439,2015,129,0.2274713,0.07,0,0,0,0,-0.14,0.05,0.0969,0.3864034,1.05,4.1642863,7.8871,0.12,5.554617,0.4532685,0.317781,0.4157921,0.3003714,0.3595447,8,0.75,9,0.36,5.19,21.64,0,0,1,90,18,1,64,0
439,2016,129,0.2503763,0.17,0,0,0,0,0.03,0.04,0.1002,0.3962243,0.97,4.2277347,7.99507,0.13,5.554617,0.4635312,0.3198736,0.4670652,0.2993798,0.3522023,9,-1.65,8,0.36,6.54,21.66,0,0,1,70,14,1,81,0
439,2017,129,0.2587659,0.14,0,0,0,0,0.01,0.05,0.1098,0.4130093,0.92,3.6440092,8.06705,0.13,5.554617,0.4676906,0.296678,0.5461782,0.3025756,0.3522899,10,-5.14,9,0.36,8.68,21.43,0,0,1,220,44,1,100,0
439,2018,129,0.1823342,0.11,0,0,0,0,0.01,0.04,0.0833,0.4198016,0.53,4.2277347,8.11847,0.13,5.554617,0.4538036,0.2665815,0.3986914,0.310404,0.3880494,11,1.89,8,0.36,5.43,21.46,0,0,1,110,22,1,121,0
439,2019,129,0.1807335,0.04,0,0,0,0,-0.03,0.04,0.0892,0.4235553,0.52,6.797396,8.20073,0.14,5.554617,0.4319167,0.3078204,0.3612671,0.3236407,0.3701693,12,2.6,8,0.28,4.79,21.61,0,0,1,80,16,1,144,0
439,2020,129,0.152897,0.07,0,0,0,0,-0.05,0.03,0.0973,0.4263721,0.52,7.4953287,8.27785,0.15,5.554617,0.4608967,0.3256599,0.381971,0.2714491,0.3796352,13,1.92,9,0.3,5.57,21.71,0,0,1,70,14,1,169,0
439,2021,129,0.1307255,0.16,0,0,0,0,-0.02,0.03,0.1061,0.4257563,0.58,8.2630546,8.35498,0.13,5.554617,0.4481953,0.2920615,0.3853251,0.2709847,0.4013183,14,2.28,9,0.33,5.56,21.82,0,0,1,110,22,1,196,0
439,2022,129,0.1529623,0.04,0,0,0,0,-0.01,0.03,0.1239,0.426203,0.57,9.2401604,8.43724,0.13,5.554617,0.4567053,0.3081869,0.3887095,0.2706434,0.3894584,15,2.76,9,0.46,5.71,21.96,0,0,1,120,24,1,225,0
440,2010,48,0.2422096,0.3,0,0,0,0,-0.02,0.02,0.6811,0.2762709,1.67,6.6324301,8.33903,0.19,2.100737,0.4042143,0.2637485,0.3269377,0.1850038,0.4883469,3,0.47,9,0.27,4.33,20.2,0,0,0,12,0,0,9,0
440,2011,48,0.2422096,0.3,0,0,0,0,-0.02,0.02,0.6811,0.3329408,1.59,6.5816713,8.38017,0.2,2.100737,0.4107259,0.2695011,0.3144292,0.1772708,0.4887019,4,0.66,9,0.27,4.49,20.37,0,0,0,30,0,0,16,0
440,2012,48,0.2422096,0.3,0,0,0,0,-0.01,0.04,0.6811,0.3639303,1.53,6.9489135,8.46757,0.21,2.100737,0.4137182,0.2614402,0.3353871,0.1733241,0.4959809,5,0.68,9,0.27,4.93,20.7,0,0,0,66,0,1,25,0
440,2013,48,0.2108787,0.3,0,0,0,0,-0.02,0.04,0.6811,0.3695753,1.63,6.9552583,8.5087,0.21,2.100737,0.423871,0.2592639,0.3634529,0.165223,0.4941793,6,0.29,9,0.28,5.33,20.71,0,0,0,51,0,1,36,0
440,2014,48,0.2108787,0.31,0,0,0,0,0.06,0,0.6811,0.3689356,1.47,7.9013986,8.54469,0.21,2.100737,0.3204536,0.2358424,0.323045,0.2416105,0.4888722,7,1.14,9,0.22,6.88,22.68,0,0,0,21,0,1,49,0
440,2015,48,0.2137458,0.31,0,0,0,0,0.06,0.01,0.6811,0.385469,1.39,8.9348492,8.56012,0.25,2.100737,0.3367968,0.2511573,0.2626212,0.2271385,0.4984413,8,4.18,9,0.22,8.6,23,0,0,0,60,0,1,64,0
440,2016,48,0.2268823,0.31,0,0,1,0,0.03,0.01,0.6811,0.3966586,1.52,8.420917,8.59097,0.25,2.100737,0.330376,0.2502914,0.2451138,0.2030091,0.5238211,9,6.35,8,0.25,11.27,23.42,0,0,0,66,0,1,81,0
440,2017,48,0.1434464,0.31,0,0,1,0,0.02,0,0.6811,0.4141406,1.38,8.5485726,8.36012,0.25,2.100737,0.3820017,0.3149396,0.2277759,0.2441001,0.4583203,10,9.53,7,0.26,5.1,22.94,0,0,0,60,0,1,100,0
440,2018,48,0.1394557,0.05,1,0,1,0,-0.02,0,0.6811,0.4228928,1.29,8.6754694,8.35498,0.26,2.100737,0.3834238,0.350323,0.2235356,0.2872635,0.4194017,11,13.72,6,0.29,7.89,23.19,0,0,0,54,0,1,121,0
440,2019,48,0.2049538,0.1,1,0,1,0,-0.02,0,0.6792,0.4258204,1.1,8.9927115,8.42696,0.21,2.100737,0.3668615,0.3839858,0.2407168,0.2183229,0.4421122,12,7.7,7,0.3,10.12,23.16,0,0,0,87,0,1,144,0
440,2020,48,0.1593755,0.11,1,0,1,0,-0.06,0,0.6811,0.4284425,1.23,9.5574025,8.46295,0.21,2.100737,0.4314613,0.3856222,0.3840676,0.1971619,0.4115354,13,-9.13,7,0.27,14.5,23.02,0,0,0,87,0,1,169,0
440,2021,48,0.1836282,0.46,1,0,1,0,-7.45E-10,0,0.6682,0.430987,1.29,10.160163,8.4938,0.2,2.100737,0.3993507,0.3605724,0.2725409,0.1993778,0.453938,14,3.97,6,0.29,15.81,23.02,0,0,0,87,0,1,196,0
440,2022,48,0.1543467,0.35,1,0,1,0,0.04,0,0.6811,0.430661,1.26,10.572577,8.52465,0.2,2.100737,0.3845642,0.3513851,0.2738491,0.1908668,0.4657227,15,2.12,6,0.33,18.5,23.51,0,0,0,51,0,1,225,0
441,2010,71,0.2168179,0.02,0,0,0,0,-0.06,0.02,0.0439,0.2857184,1.64,5.8202902,5.21351,0.2,5.955051,0.4345587,0.3894691,0.4061515,0.3525112,0.2916957,3,0.23,9,0.32,1.62,20.16,0,1,1,3,3,0,9,0
441,2011,71,0.2391901,0.03,0,0,0,0,-0.02,0.04,0.0472,0.3342234,1.63,5.8964283,5.2752,0.19,5.955051,0.4425767,0.3462176,0.3933567,0.3516776,0.3178317,4,0.4,9,0.31,2.08,20.35,0,1,1,7,7,0,16,0
441,2012,71,0.2168179,0.01,0,0,0,0,-0.09,0.05,0.0644,0.3650042,1.8,6.6260852,5.70195,0.19,5.314712,0.4640896,0.3564473,0.3889997,0.3556596,0.305027,5,0.2,9,0.31,3.67,20.33,0,0.3333333,0.6666667,5,5,0,25,0
441,2013,71,0.4052161,0.01,0,0,0,0,0.01,0.04,0.0674,0.3687879,2.28,6.6831888,5.79964,0.2,5.426331,0.4274032,0.3315785,0.4206759,0.3409628,0.3328116,6,0.05,8,0.26,3.95,20.62,0,0,1,8,8,0,36,0
441,2014,71,0.2954232,0.03,0,0,0,0,0.04,0.07,0.0775,0.3716829,2.29,7.5651219,5.96417,0.21,5.901867,0.4244142,0.3328831,0.4216564,0.3018201,0.3534326,7,0.1,9,0.24,3.53,20.96,0,0.4,0.8,5,5,0,49,0
441,2015,71,0.357295,0.02,0,0,0,0,-0.04,0.04,0.0946,0.3855529,2.82,8.5358829,6.07728,0.25,6.016462,0.3733329,0.3286969,0.4150022,0.3392532,0.3512505,8,0.57,8,0.24,3.07,21.74,0,0.5,0.875,9,9,0,64,0
441,2016,71,0.255486,0.06,0,0,0,0,-0.07,0.04,0.0861,0.3964378,2.75,8.1488475,6.11841,0.28,6.534797,0.4437007,0.3839903,0.3793246,0.3391921,0.3119299,9,1.19,9,0.29,4.42,21.79,1,0.6666667,0.8333333,19,19,0,81,0
441,2017,71,0.2245324,0.03,0,0,0,0,-0.08,0.04,0.0994,0.4143638,2.85,7.8950538,6.11327,0.3,6.084258,0.4434091,0.3980642,0.3864206,0.3267263,0.3120664,10,1.32,9,0.29,4.68,21.91,1,0.6666667,0.8888889,20,20,0,100,0
441,2018,71,0.2810787,0.12,1,0,0,0,-0.12,0.05,0.0889,0.4211771,2.7,8.0600197,5.74308,0.31,6.29721,0.474548,0.3477525,0.4713031,0.376029,0.2845938,11,-4.45,9,0.3,7.39,21.78,1,0.75,0.75,11,11,0,121,0
441,2019,71,0.1694283,0.04,1,0,0,0,-0.02,0.07,0.0931,0.4235666,2.18,8.2503649,5.82535,0.36,6.646316,0.4327032,0.2986852,0.4021376,0.3590432,0.3469507,12,0.17,8,0.24,10.24,21.78,0,0.8571429,0.8571429,23,23,0,144,0
441,2020,71,0.2218388,0.13,1,0,0,0,0.03,0.06,0.1014,0.426779,2.09,9.0815393,5.92818,0.34,6.452118,0.452969,0.3464631,0.5040538,0.3732458,0.2895203,13,-6.42,8,0.26,10.43,21.67,1,1,1,29,29,0,169,0
441,2021,71,0.1501468,0.03,1,0,0,0,0.16,0.04,0.0827,0.4258876,2.29,9.9888518,6.03101,0.32,6.452118,0.4241002,0.2896188,0.4011657,0.3276872,0.3717631,14,0,9,0.24,8.59,21.89,0,1,1,24,24,0,196,0
441,2022,71,0,0,1,0,0,0,0.15,0.04,0.0935,0.425787,2.38,10.509129,6.11327,0.33,6.452118,0.4280908,0.2733597,0.4225046,0.3350966,0.373952,15,-3.26,9,0.25,10.3,22.06,0,1,1,18,18,0,225,0
442,2010,152,0.2389973,0.03,0,0,0,0,-0.12,0.04,0.1643,0.2822,1.19,4.8114602,7.65059,0.13,7.125997,0.4189965,0.3463721,0.3604242,0.3322378,0.3387541,3,0.52,6,0.38,2.57,20.64,0,0.75,0.75,24,8,0,9,0
442,2011,152,0.2055692,0.05,0,0,0,0,-0.13,0.03,0.1757,0.3358521,1.38,4.8304948,7.66087,0.14,6.90629,0.4196521,0.3434242,0.3632917,0.3544555,0.3285836,4,0.69,8,0.4,3.13,20.79,0,0.6,0.6,15,5,0,16,0
442,2012,152,0.19932,0.08,0,0,0,0,-0.17,0.05,0.1822,0.3641031,1.31,5.4078754,7.71743,0.12,2.341334,0.4066591,0.3685552,0.3699433,0.3523588,0.3184049,5,0.42,7,0.4,5.59,20.85,1,0,0,42,14,1,25,0
442,2013,152,0.2245324,0.08,0,0,0,0,-0.18,0.05,0.1976,0.3670514,0.78,5.4776687,7.73285,0.12,6.882526,0.37742,0.3173431,0.39092,0.3326556,0.3610719,6,0.55,7,0.33,4.05,21.23,0,0.6666667,0.6666667,39,13,1,36,0
442,2014,152,0.2126361,0.04,0,0,0,0,-0.18,0.04,0.1761,0.3715905,0.65,7.2478798,7.75856,0.14,6.882526,0.4083042,0.3308976,0.3889823,0.3055154,0.3602638,7,0.63,7,0.38,3.94,21.38,0,0.6666667,0.6666667,39,13,1,49,0
442,2015,152,0.1630805,0.05,0,0,0,0,-0.16,0.04,0.2114,0.3872427,0.64,7.2605695,7.82026,0.2,6.882526,0.3936962,0.3701884,0.3914396,0.3266365,0.33278,8,0.82,7,0.41,4.43,21.8,1,0.6666667,0.6666667,66,22,1,64,0
442,2016,152,0.1834974,0.03,0,0,1,0,-0.03,0.04,0.2185,0.3955629,0.62,7.0321552,7.87167,0.22,6.882526,0.3670927,0.346203,0.4112201,0.3146391,0.3612125,9,0.5,7,0.37,4.99,22.28,1,0.6666667,0.6666667,72,24,1,81,0
442,2017,152,0.2250028,0.03,0,0,1,0,-0.13,0.05,0.2426,0.4131714,0.54,7.0258103,7.92823,0.2,6.882526,0.4137028,0.3549598,0.4258115,0.3400588,0.3247497,10,0.24,7,0.34,5.96,22.39,1,0.6666667,0.6666667,78,26,1,100,0
442,2018,152,0.2963227,0.02,1,0,1,0,-0.13,0.05,0.2201,0.4201997,0.91,7.2351901,7.9745,0.18,6.882526,0.4314789,0.3179411,0.4176926,0.3793465,0.3237123,11,-2.54,7,0.32,6.29,22.38,1,0.6666667,0.6666667,75,25,1,121,0
442,2019,152,0.2254542,0.04,1,0,1,0,-0.16,0.05,0.2857,0.4236752,1,8.5929865,7.96936,0.17,6.882526,0.400333,0.3013966,0.3879322,0.3127524,0.3836393,12,0.14,7,0.4,8.2,22.51,1,0.6666667,0.6666667,84,28,1,144,0
442,2020,152,0.1581831,0.04,1,0,1,0,-0.17,0.06,0.3185,0.426622,1.12,9.1894017,8.00535,0.15,6.882526,0.4018308,0.3448769,0.3760921,0.3313533,0.3496548,13,0.12,7,0.45,8.34,22.59,1,0.6666667,0.6666667,99,33,1,169,0
442,2021,152,0.1502674,0.03,1,0,1,0,-0.13,0.06,0.326,0.4269634,1.31,9.8302308,8.04134,0.15,6.882526,0.4282543,0.3785478,0.3749403,0.334122,0.3236063,14,0.26,7,0.42,9.56,22.6,1,0.6666667,0.6666667,32,0,1,196,0
442,2022,152,0.1519936,0.11,1,0,1,0,-0.09,0.06,0.3474,0.4273535,1.36,10.528163,8.07733,0.15,6.882526,0.4230711,0.3757276,0.4750036,0.3317563,0.3084018,15,-5.44,7,0.49,11.01,22.51,0,0.6666667,0.6666667,46,0,1,225,0
443,2010,160,0,0,0,0,0,0,-0.07,0.02,0.085,0.2794154,1.38,4.8114602,5.66082,0.19,5.291802,0.3764267,0.3577813,0.3062872,0.3165112,0.3687929,3,0.25,8,0.28,3.95,19.84,0,0,1,3,3,0,9,0
443,2011,160,0,0,0,0,0,0,-0.07,0.01,0.0903,0.3348404,1.37,4.8304948,5.70195,0.21,5.291802,0.3858877,0.3786015,0.3223372,0.3134868,0.3518394,4,0.2,9,0.29,4,19.84,0,0,1,4,4,0,16,0
443,2012,160,0,0,0,0,0,0,-0.08,0.01,0.096,0.364411,1.49,5.4078754,5.76879,0.24,5.103218,0.3474649,0.3490817,0.3457097,0.3169807,0.3715604,5,0.08,9,0.29,4.05,19.84,0,0,1,6,6,0,25,0
443,2013,160,0,0,0,0,0,0,-0.13,0.08,0.102,0.3665775,1.38,5.4776687,5.82021,0.26,5.103218,0.2776157,0.3370032,0.2687638,0.3208365,0.4191917,6,1.39,9,0.26,2.9,20.64,0,0,1,6,6,0,36,0
443,2014,160,0,0,0,0,0,0,-0.11,0.09,0.1084,0.3714496,0.98,7.2478798,5.86648,0.3,5.103218,0.3128949,0.3584993,0.2560387,0.3164908,0.3988291,7,0.74,9,0.24,2.96,20.76,0,0,1,19,19,0,49,0
443,2015,160,0,0,0,0,0,0,-0.17,0.09,0.1152,0.386704,0.94,7.2605695,5.50143,0.39,5.103218,0.3398165,0.3909819,0.2732025,0.2957011,0.3874187,8,0.66,9,0.25,2.57,20.77,1,0,1,28,28,0,64,0
443,2016,160,0,0,0,0,0,0,-0.17,0.08,0.1224,0.3963419,1,7.0321552,5.41917,0.37,5.103218,0.3401591,0.4124661,0.2813969,0.2968198,0.3811021,9,0.55,9,0.26,2.49,20.82,1,0,1,17,17,0,81,0
443,2017,160,0,0,0,0,0,0,-0.22,0.09,0.1301,0.4139472,1.03,7.0258103,5.42945,0.37,6.330191,0.3583445,0.4135069,0.3530407,0.3414806,0.331985,10,-2.15,8,0.28,2.16,20.59,1,0.6,1,19,19,0,100,0
443,2018,160,0,0,1,0,0,0,-0.2,0.08,0.0833,0.4213928,0.94,7.2351901,5.35233,0.4,6.330191,0.342682,0.3929509,0.2938834,0.2986402,0.3858503,11,0.36,9,0.28,2.31,20.61,1,0.6,1,17,17,0,121,0
443,2019,152,0.3758938,0.1,1,0,1,0,-0.18,0.08,0.1451,0.4258756,1,8.5929865,7.96936,0.17,6.330191,0.3546077,0.4637346,0.3299499,0.3059675,0.3405808,12,-1.22,9,0.3,2.87,20.57,1,0.6,1,84,28,1,144,0
443,2020,152,0.3758938,0.1,1,0,1,0,-0.19,0.08,0.1675,0.4278148,1.12,9.1894017,8.00535,0.15,6.330191,0.3469319,0.4645146,0.2958283,0.3179215,0.3437556,13,0.2,9,0.3,1.72,20.51,1,0.6,1,99,33,1,169,0
443,2021,152,0,0,1,0,1,0,-0.16,0.07,0.1235,0.4258581,1.31,9.8302308,8.04134,0.15,6.330191,0.349402,0.3402571,0.2944917,0.2570487,0.4276929,14,0.01,7,0.3,2.51,20.51,1,0.6,1,48,16,1,196,0
443,2022,160,0,0,1,0,0,0,-0.21,0.11,0.1284,0.4250748,1.56,10.528163,5.05926,0.36,6.330191,0.3481482,0.3080347,0.3108596,0.259078,0.4375705,15,0.44,7,0.28,2.54,20.56,1,0.6,1,22,22,0,225,0
444,2010,68,0,0,0,0,0,0,0.07,0.01,0.1149,0.2802063,1.18,5.8202902,6.36521,0.1,6.330191,0.4566469,0.333834,0.3888881,0.3333916,0.3292764,3,0.29,9,0.41,3.27,20.09,0,0.6,1,3,3,0,9,0
444,2011,68,0.38461,0.02,0,0,0,0,-0.05,0.02,0.115,0.3367257,1.22,5.8964283,6.1287,0.1,6.330191,0.412273,0.3700618,0.4330575,0.3122596,0.3236627,4,0.06,9,0.41,3.51,20.74,0,0.6,1,11,11,0,16,0
