stkcd,year,city,DEPTH,EXTEND,DIG,DID,policy1,policy2,CRE,IA,UD,RES_TOPSIS,FAG,LE,OPEN,GOV,DIS,DEVELOP,ADAPT,RECOVER,RESIS,RES,AGE,PROFIT,BOARD,TOP5,RD,SIZE,SDS,CSP,CSC,instrument1,instrument2,IPP,AGE2,DIDtime
426,2021,119,0.05835,0.1,0,0,1,0,-0.08,0.02,0.2769,0.4244818,0.58,7.8125708,7.56832,0.12,6.647623,0.4120102,0.3476602,0.3538376,0.3464088,0.3394726,14,21.26,6,0.59,10.15,24.02,1,1,1,23,23,1,196,0
426,2022,119,0.0703988,0.1,0,0,1,0,-0.09,0.02,0.2928,0.4243942,0.56,8.7008488,7.62488,0.12,6.647623,0.4212466,0.3456125,0.3504875,0.3485427,0.3373352,15,29.01,6,0.6,10.44,24.18,1,1,1,18,18,1,225,0
427,2010,153,0,0,0,0,0,0,-0.11,0.01,0.2616,0.2826481,0.81,4.8114602,7.0079,0.14,7.296111,0.4215693,0.3902223,0.3302104,0.2150301,0.4153878,3,0.27,9,0.38,12.7,19.84,1,1,1,3,3,0,9,0
427,2011,153,0.4725012,0.02,0,0,0,0,-0.18,0.01,0.2831,0.3367479,0.6,4.8304948,7.02846,0.14,7.583793,0.440552,0.3963472,0.3352138,0.2179001,0.4056842,4,0.27,9,0.44,12.21,19.85,1,1,1,2,2,0,16,0
427,2012,153,0.3407724,0.02,0,0,0,0,-0.21,0.01,0.2957,0.3670196,0.68,5.4078754,7.05417,0.14,6.822036,0.3653736,0.4163994,0.3577656,0.2398147,0.3776564,5,0.13,9,0.44,11.74,19.88,1,1,1,6,6,0,25,0
427,2013,153,0.306646,0.04,0,0,0,0,-0.21,0,0.3287,0.3698284,0.69,5.4776687,7.12615,0.15,6.726651,0.3727308,0.3611777,0.3872964,0.2216281,0.4043002,6,0.02,7,0.46,15.13,19.86,1,1,1,10,10,0,36,0
427,2014,153,0.3199241,0.39,0,0,0,0,-0.02,0,0.3472,0.3728381,0.7,7.2478798,7.39299,0.15,6.726651,0.3501732,0.3135448,0.2414734,0.1977375,0.4864071,7,2.09,7,0.65,8.18,20.83,0,1,1,14,14,0,49,0
427,2015,153,0.1424123,0.11,0,0,0,0,-0.07,0.04,0.1212,0.3876435,0.75,7.2605695,7.25983,0.19,6.726651,0.3026888,0.3858527,0.3471568,0.2862417,0.3928446,8,2.95,9,0.69,6.17,21.86,1,1,1,15,15,0,64,0
427,2016,153,0.0915998,0.19,0,0,1,0,0.03,0.28,0.2816,0.3956737,0.65,7.0321552,7.32153,0.19,6.726651,0.2507942,0.3233523,0.3921101,0.3490359,0.3990308,9,-2.72,9,0.69,6.11,24.69,0,1,1,49,49,0,81,0
427,2017,153,0.0959675,0.09,0,0,1,0,0.05,0.22,0.275,0.4140408,0.61,7.0258103,7.35752,0.18,6.726651,0.2825285,0.3573266,0.3742065,0.3556126,0.3710204,10,14.51,9,0.7,7.69,24.29,1,1,1,27,27,0,100,0
427,2018,153,0.1641505,0.08,1,0,1,0,0.04,0.21,0.255,0.420951,0.58,7.2351901,7.33696,0.2,6.726651,0.3436518,0.3312411,0.3288399,0.3710655,0.3646139,11,12.18,9,0.61,6.74,24.31,1,1,1,26,26,0,121,0
427,2019,153,0.1651083,0.16,1,0,1,0,0.05,0.19,0.2514,0.4240746,0.43,8.5929865,7.3678,0.18,6.726651,0.3585372,0.320839,0.3864428,0.3740135,0.3508641,12,8.66,9,0.65,6.25,24.36,1,1,1,16,16,1,144,0
427,2020,153,0.0851525,0.14,1,0,1,0,0.01,0.16,0.2698,0.4258393,0.38,9.1894017,7.40894,0.19,6.726651,0.3848399,0.3108037,0.3590353,0.3427635,0.3695905,13,-1.5,8,0.53,6.37,24.37,1,1,1,20,20,1,169,0
427,2021,153,0.0687572,0.15,1,0,1,0,0.02,0.13,0.2888,0.4264298,0.41,9.8302308,7.45007,0.2,6.726651,0.3846451,0.3296502,0.3671928,0.3301221,0.3639035,14,15.96,8,0.52,6.37,24.5,1,1,1,17,17,1,196,0
427,2022,153,0.0718946,0.07,1,0,1,0,0.01,0.38,0.285,0.4262318,0.39,10.528163,7.4912,0.21,6.726651,0.3928815,0.3135715,0.3758811,0.3324303,0.3664387,15,20.54,8,0.53,6.13,24.55,1,1,1,20,20,1,225,0
428,2010,150,0,0,0,0,0,0,0.04,0.01,0.0658,0.2887698,0.9,4.8114602,7.6146,0.09,6.726651,0.4630736,0.3890156,0.4112026,0.2506998,0.3450465,3,0.17,8,0.77,0.03,21.06,0,1,1,21,0,0,9,0
428,2011,150,0,0,0,0,0,0,0.01,0.03,0.0773,0.3400621,0.86,4.8304948,7.62488,0.1,6.726651,0.4621023,0.4016465,0.4330837,0.2537515,0.3319566,4,0.11,8,0.78,0.04,21.06,1,1,1,21,0,0,16,0
429,2010,49,0,0,0,0,0,0,-0.01,0.05,0.1112,0.2927948,0.69,5.9281525,7.43464,0.11,6.726651,0.399702,0.4416535,0.4127153,0.335839,0.2833717,3,0.29,9,0.56,0.9,21.68,0,1,1,5,1,0,9,0
429,2011,49,0.1973072,0.1,0,0,0,0,-0.12,0.07,0.1165,0.3455156,0.78,6.2644292,7.53233,0.11,6.726651,0.43269,0.4572639,0.3485516,0.3205154,0.2930185,4,0.11,9,0.77,1.04,21.59,0,1,1,110,22,0,16,0
429,2012,49,0.1973072,0.12,0,0,0,0,-0.11,0.06,0.1576,0.3715242,0.74,6.5118781,7.59403,0.11,7.0175,0.4361593,0.4693081,0.3967535,0.3298636,0.2676227,5,0.17,9,0.81,1.21,21.75,0,1,1,110,22,1,25,0
429,2013,49,0.2168179,0.12,0,0,0,0,-0.15,0.06,0.1593,0.3755405,0.55,6.3342225,7.57347,0.11,7.0175,0.4391282,0.4683959,0.3247699,0.3479779,0.2800479,6,0.03,9,0.79,1.4,21.74,0,1,1,15,3,1,36,0
429,2014,49,0.2136034,0.02,0,0,0,0,-0.1,0.07,0.0266,0.3770702,0.62,6.5309126,7.46549,0.1,7.0175,0.4437146,0.4367103,0.356309,0.3393839,0.2851274,7,0.18,8,0.7,1.99,21.72,0,1,1,50,10,1,49,0
429,2015,49,0.219891,0.14,0,0,0,0,-0.13,0.07,0.0272,0.3907489,0.59,5.5664965,7.48092,0.11,7.0175,0.4388364,0.4451867,0.3347823,0.3565244,0.2816276,8,0.23,9,0.74,2.27,21.8,0,1,1,105,21,1,64,0
429,2016,49,0.3320486,0.03,0,0,0,0,-0.18,0.06,0.0356,0.3983727,0.58,5.547462,7.53233,0.11,7.0175,0.4175927,0.4307408,0.3709418,0.3576369,0.2873928,9,1.75,9,0.6,3.09,21.97,1,1,1,85,17,1,81,0
429,2017,49,0.3380011,0.14,0,0,0,0,-0.18,0.06,0.0366,0.4157643,0.59,5.2048405,7.56832,0.12,7.0175,0.4302039,0.447065,0.3177173,0.3446054,0.3021688,10,1.53,9,0.67,3.72,22.04,1,1,1,140,28,1,100,0
429,2018,49,0.3232587,0.03,1,0,0,0,-0.18,0.05,0.0336,0.4224621,0.79,5.3253925,7.58375,0.12,7.0175,0.4299637,0.3974096,0.3296901,0.3699492,0.3039595,11,3.29,9,0.68,3.6,22.23,1,1,1,110,22,1,121,0
429,2019,49,0.4172363,0.04,1,0,0,0,-0.18,0.04,0.0463,0.4252792,0.7,8.4343654,7.64031,0.12,7.0175,0.4161434,0.4209355,0.3058409,0.3750511,0.3026244,12,9.11,9,0.45,3.95,22.36,1,1,1,125,25,1,144,0
429,2020,49,0.2857735,0.03,1,0,0,0,-0.12,0.04,0.0473,0.4261093,0.64,9.3670573,7.66601,0.12,7.0175,0.4490788,0.3342791,0.3510642,0.3458498,0.338459,13,2.43,9,0.33,3.9,22.48,1,1,1,110,22,1,169,0
429,2021,49,0.2437781,0.04,1,0,0,0,-0.17,0.03,0.0593,0.426286,0.66,10.394922,7.68658,0.11,7.0175,0.4322712,0.3366068,0.3117864,0.3442049,0.3527324,14,5.17,9,0.36,3.81,22.73,1,1,1,135,27,1,196,0
429,2022,49,0.2359294,0.03,1,0,0,0,-0.07,0.03,0.063,0.4262122,0.66,11.067475,7.71229,0.11,7.0175,0.4388017,0.3396643,0.299579,0.34408,0.3524277,15,6.84,9,0.37,4.38,22.93,1,1,1,115,23,1,225,0
430,2010,48,0.2506706,0.03,0,0,0,0,-0.15,0.01,0.4242,0.2792705,1.67,6.6324301,8.13903,0.19,6.209537,0.3429273,0.334039,0.411861,0.308304,0.3741765,3,0.35,8,0.32,2.19,20.8,1,1,1,12,0,0,9,0
430,2011,48,0.2551127,0.03,0,0,0,0,-0.28,0.01,0.4257,0.3323246,1.59,6.5816713,8.18017,0.2,6.209537,0.3426805,0.3290568,0.4119412,0.3270141,0.3682575,4,0.26,9,0.32,2.42,20.86,1,1,1,30,0,0,16,0
430,2012,48,0.2390315,0.05,0,0,0,0,-0.23,0.01,0.404,0.3619244,1.53,6.8989135,8.26757,0.21,6.209537,0.4658857,0.285124,0.3948337,0.3359745,0.359612,5,0.04,9,0.32,3.78,20.94,0,1,1,110,22,1,25,0
430,2013,48,0.2097053,0.08,0,0,0,0,-0.31,0.02,0.4061,0.3665585,1.63,6.9052583,8.3087,0.21,6.209537,0.4605242,0.2759565,0.3508184,0.3562422,0.3671277,6,0.37,9,0.32,3.68,20.97,0,1,1,85,17,1,36,0
430,2014,48,0.1961953,0.09,0,0,0,0,-0.31,0.02,0.4188,0.3691357,1.47,7.9013986,8.34469,0.21,6.209537,0.4493336,0.263772,0.3774478,0.3536243,0.3764517,7,0.65,9,0.32,3.9,21.16,0,1,1,35,7,1,49,0
430,2015,48,0.205246,0.1,0,0,0,0,-0.28,0.02,0.4529,0.3822985,1.39,8.8848492,8.36012,0.25,6.209537,0.4390742,0.2150789,0.3819392,0.3285922,0.4094164,8,0.89,9,0.32,4.67,21.39,0,1,1,100,20,1,64,0
430,2016,48,0.2586246,0.05,0,0,1,0,-0.24,0.02,0.4722,0.393481,1.52,8.370917,8.39097,0.25,6.209537,0.4436534,0.2480807,0.3929105,0.3411548,0.3855477,9,0.28,9,0.32,5.58,21.49,0,1,1,110,22,1,81,0
430,2017,48,0.2667985,0.05,0,0,1,0,-0.34,0.02,0.4753,0.4116761,1.38,8.5485726,8.36012,0.25,6.209537,0.4527381,0.2574299,0.3777716,0.3469529,0.3825319,10,0.34,9,0.33,4.49,21.49,0,1,1,100,20,1,100,0
430,2018,48,0.2650517,0.03,1,0,1,0,-0.27,0.01,0.4545,0.419204,1.29,8.6754694,8.35498,0.26,6.209537,0.4763958,0.2392631,0.4358192,0.3350519,0.3831616,11,-1.62,9,0.34,5.64,21.48,0,1,1,90,18,1,121,0
430,2019,48,0.2727486,0.03,1,0,1,0,-0.11,0.01,0.4791,0.422826,1.1,8.9927115,8.42696,0.21,6.209537,0.4583688,0.264732,0.3846527,0.3341519,0.3830442,12,0.65,8,0.34,3.5,21.43,0,1,1,145,29,1,144,0
430,2020,48,0.2702292,0.05,1,0,1,0,-0.01,0.01,0.454,0.4250222,1.23,9.5574025,8.46295,0.21,6.209537,0.4512874,0.2593369,0.3800067,0.3386559,0.3879457,13,1.59,8,0.35,3.4,21.58,0,1,1,145,29,1,169,0
430,2021,48,0.2076238,0.02,1,0,1,0,-0.02,0.01,0.4583,0.4254087,1.29,10.160163,8.4938,0.2,6.209537,0.4574515,0.2671072,0.3864677,0.3341738,0.378756,14,1.7,7,0.4,2.93,21.67,0,1,1,145,29,1,196,0
430,2022,48,0,0,1,0,1,0,0.03,0.01,0.438,0.4251694,1.26,10.572577,8.52465,0.2,6.209537,0.4528686,0.2606199,0.3950117,0.3329947,0.3812784,15,1.66,7,0.4,3.09,21.86,0,1,1,85,17,1,225,0
431,2010,206,0.1958438,0.05,0,0,0,0,0,0.05,0.0794,0.2870895,0.57,1.6136595,4.71992,0.37,6.209537,0.4133554,0.3823437,0.3830129,0.3274507,0.3200132,3,1.13,9,0.64,6.44,21.28,0,1,1,3,3,0,9,0
431,2011,206,0.0859708,0.16,0,0,0,0,-0.03,0.04,0.0851,0.3371579,0.61,1.6707631,4.71992,0.37,6.209537,0.4317578,0.3914918,0.4032137,0.3385777,0.2988797,4,0.8,9,0.54,6.36,21.56,1,1,1,3,3,0,16,0
431,2012,206,0.0591185,0.15,0,0,0,0,-0.01,0.04,0.0912,0.3668251,0.6,1.4613833,4.71992,0.39,6.209537,0.4381233,0.4038913,0.3972748,0.3287759,0.2980436,5,1.22,9,0.61,6.28,21.66,0,1,1,5,5,0,25,0
431,2013,206,0.1299467,0.18,0,0,0,0,-0.06,0.05,0.1019,0.3693154,0.67,1.5882802,5.07983,0.38,6.209537,0.4136228,0.3458141,0.3822026,0.3370238,0.3340006,6,2.01,9,0.61,5.91,21.99,1,1,1,5,5,0,36,0
431,2014,206,0.156666,0.3,0,0,0,0,-0.06,0.04,0.1082,0.3746232,0.67,1.956281,5.5477,0.34,6.209537,0.4231813,0.3705937,0.3752815,0.3227342,0.3274885,7,3.06,9,0.7,6.97,22.15,0,1,1,5,5,0,49,0
431,2015,206,0.1470506,0.09,0,0,0,0,-0.02,0.03,0.118,0.3872754,0.62,2.7684209,6.01558,0.4,6.209537,0.4031393,0.3597914,0.4005635,0.3003042,0.3480542,8,3.28,9,0.61,6.38,22.68,1,1,1,6,6,0,64,0
431,2016,206,0.1190407,0.07,0,0,0,0,0.03,0.02,0.1145,0.3964886,0.64,3.4029052,6.48346,0.43,6.209537,0.4456108,0.3578453,0.3975457,0.3486679,0.3166169,9,4.13,9,0.61,5.3,22.76,0,1,1,29,29,0,81,0
431,2017,206,0.0571926,0.08,0,0,0,0,0.07,0.02,0.1263,0.4148817,0.61,4.4942181,6.95134,0.47,6.209537,0.445098,0.39035,0.3854545,0.3351893,0.3092734,10,5.47,9,0.76,5.04,22.96,1,1,1,32,32,0,100,0
431,2018,206,0.057908,0.1,0,0,0,0,0.03,0.01,0.1375,0.4221927,0.61,5.2619441,7.41922,0.45,6.209537,0.4553912,0.3972386,0.4137399,0.3334088,0.2973657,11,4.29,9,0.74,5.39,23.24,1,1,1,33,33,0,121,0
431,2019,206,0.0818499,0.08,0,0,0,0,0.03,0.03,0.1685,0.4248984,0.41,6.0360149,7.8871,0.49,6.209537,0.4440539,0.3810073,0.412506,0.3428208,0.304178,12,2.93,9,0.75,4.96,23.5,1,1,1,28,28,0,144,0
431,2020,206,0.159205,0.04,0,0,0,0,0.04,0.03,0.1873,0.4274412,0.41,6.8735341,8.35498,0.49,6.209537,0.4512228,0.3932953,0.3950699,0.3211126,0.3140199,13,8.2,9,0.65,5.51,23.68,1,1,1,18,18,0,169,0
431,2021,206,0.2008931,0.06,0,0,0,0,0.07,0.01,0.1768,0.4270739,0.42,7.8189156,8.82286,0.45,6.209537,0.4213473,0.3827612,0.382289,0.308881,0.3373916,14,17.18,9,0.58,5.37,24.12,1,1,1,25,25,0,196,0
431,2022,206,0.1721519,0.06,0,0,0,0,0.03,0.01,0.1777,0.4269176,0.41,9.0688497,9.55295,0.46,6.209537,0.4651919,0.3866692,0.4093505,0.3068477,0.3216276,15,10.23,9,0.57,5.31,24.16,1,1,1,18,18,0,225,0
432,2010,150,0,0,0,0,0,0,0.43,0.02,0.0926,0.3556637,0.9,4.8114602,7.6146,0.09,6.209537,0.4243445,0.3563236,0.3551149,0.3643842,0.3163212,3,1.74,9,0.69,0.39,21.93,1,1,1,21,0,0,9,0
432,2011,150,0,0,0,0,0,0,0.38,0.01,0.1012,0.442261,0.86,4.8304948,7.62488,0.1,6.209537,0.4255567,0.3557625,0.3808547,0.3356708,0.3244936,4,2.15,9,0.68,0.39,22.19,1,1,1,21,0,0,16,0
432,2012,150,0,0,0,0,0,0,0.42,0.01,0.1042,0.4882703,0.88,5.4078754,7.66601,0.1,6.209537,0.4414917,0.3693947,0.385294,0.3224586,0.3213136,5,1.92,9,0.68,0.39,22.26,1,1,1,36,0,1,25,0
432,2013,150,0,0,0,0,0,0,0.39,0.01,0.1146,0.4960441,0.79,5.4776687,7.66601,0.09,6.209537,0.4424162,0.3644314,0.3922822,0.3220567,0.3223029,6,2.08,9,0.69,0.39,22.31,1,1,1,57,0,1,36,0
432,2014,150,0,0,0,0,0,0,0.36,0.01,0.1255,0.5017522,0.81,7.2478798,7.69172,0.09,6.209537,0.4504833,0.3799958,0.3997347,0.3205612,0.3115362,7,2.33,9,0.73,0.39,22.23,1,1,1,96,0,1,49,0
432,2015,150,0,0,0,0,0,0,0.33,0.01,0.1302,0.5239469,0.77,7.2605695,7.72771,0.1,6.209537,0.4453758,0.3874454,0.3979063,0.3019474,0.3266066,8,2.45,9,0.72,0.39,22.25,1,1,1,42,0,1,64,0
432,2016,150,0,0,0,0,1,0,0.27,0.01,0.1339,0.5363753,0.97,7.0321552,7.78941,0.1,6.209537,0.4507813,0.3661903,0.4025931,0.3209348,0.3261318,9,1.49,9,0.73,0.39,22.16,1,1,1,93,0,1,81,0
432,2017,150,0,0,0,0,1,0,0.24,0.01,0.1992,0.5619044,0.72,10.198232,8.87427,0.2,6.209537,0.450464,0.3792126,0.4075233,0.3274415,0.3145332,10,1.53,9,0.73,0.39,22.17,1,1,1,84,0,1,100,0
432,2018,150,0,0,1,0,1,0,0.23,0.01,0.2118,0.5717881,0.73,10.407611,8.8897,0.21,6.209537,0.4487038,0.355262,0.4033664,0.3312249,0.324776,11,2.02,9,0.73,0.39,22.2,1,1,1,42,0,1,121,0
432,2019,150,0.2280826,0.02,1,0,1,0,0.39,0.02,0.2323,0.6264837,0.95,11.765408,8.95139,0.22,6.209537,0.4547239,0.3794613,0.4153699,0.3295473,0.3102275,12,1.15,9,0.73,0.39,22.18,1,1,1,39,0,1,144,0
432,2020,150,0.2280826,0.02,1,0,1,0,0.26,0.02,0.2908,0.6289973,0.86,12.361823,8.98738,0.22,6.209537,0.3885808,0.3530483,0.3775397,0.3148265,0.3575522,13,0.68,9,0.73,0.39,22.17,1,1,1,45,0,1,169,0
432,2021,150,0.2280826,0.02,1,0,1,0,0.22,0.02,0.2825,0.6261568,0.89,13.002652,9.02338,0.21,6.209537,0.332173,0.2617647,0.3879841,0.3220071,0.4169914,14,2.61,9,0.28,0.39,22.99,1,1,1,117,0,1,196,0
432,2022,150,0.3719299,0.03,1,0,1,0,0.21,0.02,0.3105,0.6260259,0.9,13.700585,9.05937,0.21,6.209537,0.4270144,0.257763,0.4151579,0.3298921,0.3835853,15,-1.45,9,0.29,0.39,22.9,1,1,1,90,0,1,225,0
433,2010,65,0.2500739,0.02,0,0,0,0,-0.04,0.03,0.0264,0.279937,0.67,5.8202902,7.14672,0.09,6.209537,0.4478303,0.3222534,0.3984946,0.3251662,0.3432796,3,0.04,9,0.25,5.12,19.95,0,1,1,2,2,0,9,0
433,2011,65,0.2587659,0.03,0,0,0,0,-0.08,0.02,0.0264,0.3308123,0.75,5.8964283,7.157,0.09,7.01684,0.4617088,0.2871711,0.3904315,0.3108312,0.3690443,4,0,8,0.23,4.89,19.84,0,1,1,3,3,0,16,0
433,2012,65,0.3744408,0.01,0,0,0,0,-0.04,0.03,0.0363,0.3625597,0.65,6.6260852,7.16214,0.09,7.01684,0.4655563,0.3145432,0.4088323,0.2461369,0.3821981,5,-0.15,9,0.26,5.06,19.84,0,1,1,5,5,0,25,0
433,2013,65,0.4192338,0.03,0,0,0,0,-0.04,0.02,0.0324,0.368895,0.81,6.6831888,7.26497,0.1,6.503759,0.4210216,0.3498214,0.4388202,0.2378775,0.3800394,6,0.05,9,0.32,4.9,19.84,0,1,1,4,4,0,36,0
433,2014,65,0.4685061,0.12,0,0,0,0,-0.03,0.02,0.0343,0.3745966,0.83,7.5651219,7.32153,0.1,6.503759,0.4218594,0.3785126,0.4745981,0.2556775,0.3514801,7,-0.2,9,0.39,7.9,19.84,0,1,1,3,3,1,49,0
433,2015,65,0.4475321,0.02,0,0,0,0,-0.04,0.01,0.1447,0.3868365,0.86,8.5358829,7.3678,0.12,6.503759,0.3932377,0.3715729,0.3795967,0.2958369,0.3765636,8,0.11,9,0.29,7.28,21.53,0,1,1,8,8,1,64,0
434,2010,126,0.2184874,0.03,0,0,0,0,-0.06,0.02,0.1381,0.2832609,0.76,2.5400066,6.07728,0.13,6.503759,0.4493456,0.3739543,0.4200917,0.3046508,0.3184994,3,0.15,9,0.45,4.54,20.34,0,1,1,2,2,0,9,0
434,2011,126,0.1977196,0.02,0,0,0,0,-0.09,0.02,0.1464,0.3348697,0.67,2.5400066,6.39606,0.14,6.503759,0.4621445,0.3531999,0.4201248,0.3183205,0.3168136,4,0.05,9,0.49,3.51,20.38,0,1,1,2,2,0,16,0
434,2012,126,0.1272201,0.03,0,0,0,0,-0.1,0.02,0.1371,0.3634601,0.66,3.5361469,6.41662,0.17,6.503759,0.4601306,0.3645078,0.4189326,0.3275148,0.3064187,5,0.1,9,0.52,4.47,20.41,0,1,1,1,1,0,25,0
434,2013,126,0.2241132,0.03,0,0,0,0,-0.15,0.01,0.1382,0.3688968,0.83,3.6249747,6.50403,0.17,6.503759,0.4607778,0.3631305,0.4168901,0.3157423,0.3155532,6,0.1,9,0.52,4.71,20.43,0,1,1,2,2,0,36,0
434,2014,126,0.2690199,0.03,0,0,0,0,-0.16,0.01,0.1485,0.3724436,0.77,3.6884231,6.61714,0.17,6.503759,0.4562622,0.3692113,0.416249,0.2917574,0.3308062,7,0.13,9,0.55,5.56,20.45,0,1,1,3,3,1,49,0
434,2015,126,0.3126991,0.03,0,0,0,0,-0.17,0.02,0.1409,0.3849151,0.65,4.5449768,6.612,0.18,6.503759,0.4529619,0.3433766,0.4215416,0.3097033,0.3327982,8,0.15,9,0.59,5.23,20.56,0,1,1,9,9,1,64,0
434,2016,126,0.2317327,0.03,0,0,1,0,-0.17,0.02,0.1506,0.3953997,0.64,4.6147701,6.6737,0.18,6.503759,0.4660359,0.3847906,0.4217006,0.3067263,0.3194843,9,0.15,9,0.64,4.98,20.58,0,1,1,20,20,1,81,0
434,2017,126,0.2196498,0.03,0,0,1,0,-0.13,0.02,0.1542,0.4125813,0.87,4.2277347,6.64285,0.17,6.503759,0.4577485,0.3815798,0.405674,0.3046066,0.3276801,10,0.23,9,0.64,5.71,20.64,0,1,1,35,35,1,100,0
434,2018,126,0.2422912,0.04,0,0,1,0,0.01,0.02,0.2027,0.4191356,1.29,5.0144952,6.65313,0.18,6.503759,0.3429167,0.3264159,0.3716419,0.3555054,0.3650992,11,1.67,9,0.74,6.62,21.68,0,1,1,27,27,1,121,0
434,2019,126,0.252103,0.03,0,0,1,0,0.07,0.02,0.1851,0.4216991,1.03,6.0804288,6.72511,0.18,6.503759,0.4459766,0.3274533,0.4075359,0.3184687,0.3471601,12,0.99,9,0.7,6.56,21.88,0,1,1,15,15,1,144,0
434,2020,126,0.2241132,0.03,0,0,1,0,0,0.02,0.2227,0.4235985,0.94,6.8925686,6.80224,0.19,6.503759,0.450734,0.3093567,0.4092526,0.3272863,0.3520517,13,1.49,9,0.64,5.66,21.97,0,1,1,14,14,1,169,0
434,2021,126,0.2075176,0.04,0,0,1,0,0.06,0.02,0.2361,0.4246986,1.03,7.8125708,6.8845,0.16,6.503759,0.4572145,0.3427686,0.4054059,0.3228913,0.3327282,14,1.59,9,0.73,4.72,22.03,0,1,1,20,20,1,196,0
434,2022,126,0.2767491,0.24,0,0,1,0,-0.07,0.02,0.2625,0.4244053,1.08,8.7008488,6.96677,0.16,6.503759,0.4935978,0.3336954,0.4719687,0.3321489,0.3119892,15,-1.89,9,0.72,4.79,22.01,0,1,1,10,10,1,225,0
435,2010,177,0.2795694,0.04,0,0,0,0,-0.05,0.04,0.263,0.287432,0.84,3.5932504,7.71743,0.14,6.503759,0.4218446,0.3661474,0.3841248,0.316334,0.3312899,3,0.48,9,0.87,3.32,20.58,0,1,1,100,20,0,9,0
435,2011,177,0.2002458,0.03,0,0,0,0,-0.03,0.06,0.2638,0.333365,0.82,3.3077325,7.84597,0.13,6.912149,0.3240004,0.352378,0.3973662,0.261883,0.3994166,4,0.72,9,0.71,5.1,21.71,0,0.75,0.75,100,20,0,16,0
435,2012,177,0.1744089,0.04,0,0,0,0,-0.01,0.06,0.2398,0.3630449,0.93,4.5576665,7.9745,0.12,6.912149,0.4166778,0.3422331,0.4034291,0.2856115,0.3588724,5,0.52,9,0.71,8.06,21.77,0,0.75,0.75,100,20,1,25,0
435,2013,177,0.1502247,0.06,0,0,0,0,-0.05,0.06,0.2369,0.3698389,0.45,4.5957356,8.0979,0.13,6.912149,0.4171901,0.3630555,0.418976,0.3061481,0.3325362,6,0.38,9,0.82,8.64,21.85,0,0.75,0.75,130,26,1,36,0
435,2014,177,0.1637311,0.06,0,0,0,0,-0.05,0.06,0.2281,0.3743463,0.75,4.9510468,7.96936,0.13,6.912149,0.4240307,0.3888809,0.4199435,0.306228,0.3193206,7,0.37,9,0.89,6.47,21.94,0,0.75,0.75,110,22,1,49,0
435,2015,177,0.1800373,0.06,0,0,0,0,-0.05,0.04,0.2303,0.3868323,0.49,5.3888409,7.89738,0.14,7.108117,0.4092714,0.3715902,0.3978814,0.3263614,0.3258551,8,1.35,9,0.85,5.77,22.27,0,1,1,75,15,1,64,0
435,2016,177,0.1748698,0.07,0,0,0,0,-0.04,0.03,0.2236,0.3950768,0.6,5.3507719,7.81512,0.13,7.108117,0.3992203,0.3484199,0.4018121,0.3278244,0.3437189,9,1.97,9,0.85,5.08,22.91,0,1,1,60,12,1,81,0
435,2017,177,0.2212354,0.14,0,0,0,0,0.01,0.03,0.2817,0.4122852,0.55,5.5601517,8.08762,0.13,7.108117,0.4372546,0.3371193,0.4714738,0.3355362,0.3229916,10,-2.57,9,0.86,9.63,22.94,0,1,1,55,11,1,100,0
435,2018,177,0.158061,0.13,0,0,0,0,0.01,0.03,0.3168,0.4197565,0.5,5.7631866,8.18017,0.12,7.108117,0.450251,0.3563245,0.5084069,0.3615372,0.2873914,11,-6.46,9,0.88,9.01,22.95,0,1,1,130,26,1,121,0
435,2019,177,0.1636155,0.04,0,0,0,0,0.01,0.02,0.2509,0.4227051,0.39,6.9242928,8.23672,0.12,7.108117,0.441816,0.3248203,0.336484,0.3654722,0.3397757,12,7.36,9,0.91,6.44,21.93,0,1,1,165,33,1,144,0
435,2020,177,0.1654068,0.09,0,0,0,0,-0.01,0.02,0.2489,0.4252883,0.21,7.6793291,8.3087,0.12,7.222376,0.4479157,0.3505238,0.3987045,0.3765545,0.3040137,13,1.33,9,0.9,4.94,21.99,0,1,1,170,34,1,169,0
435,2021,177,0.2140672,0.05,0,0,0,0,-0.01,0.01,0.2633,0.4254424,0.24,8.5168483,8.38068,0.11,7.222376,0.3867598,0.3565137,0.40828,0.3796001,0.3155295,14,0.91,9,0.88,4.29,22.69,0,1,1,105,21,1,196,0
435,2022,177,0.17077,0.26,0,0,0,0,0.02,0.01,0.2541,0.4252683,0.23,9.2528501,8.44752,0.11,7.222376,0.4559413,0.3498407,0.4038389,0.3853668,0.2969798,15,0.95,9,0.85,4.64,22.28,0,1,1,185,37,1,225,0
436,2010,152,0.3998639,0.02,0,0,0,0,-0.06,0.07,0.107,0.2752975,1.19,4.8114602,7.65059,0.13,6.9261,0.3268397,0.3316601,0.3379743,0.3356217,0.3813233,3,3.77,11,0.41,2.25,22.04,0,1,1,16,0,0,9,0
436,2011,152,0.3738998,0.02,0,0,0,0,-0.05,0.06,0.1051,0.3325212,1.38,4.8304948,7.66087,0.14,6.9261,0.3303355,0.3484409,0.3290437,0.3332317,0.3748538,4,4.59,11,0.41,2.55,21.97,0,1,1,10,0,0,16,0
